Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do
NIEDZIELISKA,NIEDZIELISKA,Chrzty,1951,2010
NIEDZIELISKA,NIEDZIELISKA,Śluby,1951,2010
NIEDZIELISKA,NIEDZIELISKA,Zgony,1951,2010
NIEDŹWIEDZA,NIEDŹWIEDZA,Chrzty,1958,2014
NIEDŹWIEDZA,NIEDŹWIEDZA,Śluby,1958,2014
NIEDŹWIEDZA,NIEDŹWIEDZA,Zgony,1958,2014
NISKOWA,NISKOWA,Chrzty,2008,2013
NISKOWA,NISKOWA,Śluby,2008,2013
NISKOWA,NISKOWA,Zgony,1987,2013
NOWA JASTRZĄBKA,NOWA JASTRZĄBKA,Chrzty,1890,2013
NOWA JASTRZĄBKA,NOWA JASTRZĄBKA,Śluby,1890,2013
NOWA JASTRZĄBKA,NOWA JASTRZĄBKA,Zgony,1946,2013
NOWA WIEŚ,NOWA WIEŚ,Chrzty,1949,2014
NOWA WIEŚ,NOWA WIEŚ,Śluby,1828,2014
NOWA WIEŚ,NOWA WIEŚ,Zgony,1951,2014
NOWE RYBIE,NOWE RYBIE,Chrzty,1808,2010
NOWE RYBIE,NOWE RYBIE,Śluby,1820,2010
NOWE RYBIE,NOWE RYBIE,Zgony,1825,2010
NOWY SĄCZ – BIEGONICE,NOWY SĄCZ – BIEGONICE,Chrzty,1653,2014
NOWY SĄCZ – BIEGONICE,NOWY SĄCZ – BIEGONICE,Śluby,1653,2014
NOWY SĄCZ – BIEGONICE,NOWY SĄCZ – BIEGONICE,Zgony,1653,2014
NOWY SĄCZ – ZABEŁCZE,NOWY SĄCZ – ZABEŁCZE,Chrzty,1974,2010
NOWY SĄCZ – ZABEŁCZE,NOWY SĄCZ – ZABEŁCZE,Śluby,1974,2010
NOWY SĄCZ – ZABEŁCZE,NOWY SĄCZ – ZABEŁCZE,Zgony,1974,2010
"NOWY SĄCZ, MB Bolesnej","NOWY SĄCZ, MB Bolesnej",Chrzty,1946,2014
"NOWY SĄCZ, MB Bolesnej","NOWY SĄCZ, MB Bolesnej",Śluby,1946,2014
"NOWY SĄCZ, MB Bolesnej","NOWY SĄCZ, MB Bolesnej",Zgony,1946,2014
"NOWY SĄCZ, MB Niepokalanej","NOWY SĄCZ, MB Niepokalanej",Chrzty,1967,2014
"NOWY SĄCZ, MB Niepokalanej","NOWY SĄCZ, MB Niepokalanej",Śluby,1967,2014
"NOWY SĄCZ, MB Niepokalanej","NOWY SĄCZ, MB Niepokalanej",Zgony,1967,2014
"NOWY SĄCZ, NSPJ","NOWY SĄCZ, NSPJ",Chrzty,1938,2012
"NOWY SĄCZ, NSPJ","NOWY SĄCZ, NSPJ",Śluby,1946,2012
"NOWY SĄCZ, NSPJ","NOWY SĄCZ, NSPJ",Zgony,1946,2012
"NOWY SĄCZ, Św. Ducha","NOWY SĄCZ, Św. Ducha",Chrzty,1951,2014
"NOWY SĄCZ, Św. Ducha","NOWY SĄCZ, Św. Ducha",Śluby,1951,2014
"NOWY SĄCZ, Św. Ducha","NOWY SĄCZ, Św. Ducha",Zgony,1951,2014
"NOWY SĄCZ, św. Heleny","NOWY SĄCZ, św. Heleny",Chrzty,1978,2014
"NOWY SĄCZ, św. Heleny","NOWY SĄCZ, św. Heleny",Śluby,1977,2014
"NOWY SĄCZ, św. Heleny","NOWY SĄCZ, św. Heleny",Zgony,1983,2014
"NOWY SĄCZ, św. Jana Chrzciciela","NOWY SĄCZ, św. Jana Chrzciciela",Chrzty,2011,2014
"NOWY SĄCZ, św. Jana Chrzciciela","NOWY SĄCZ, św. Jana Chrzciciela",Śluby,2011,2012
"NOWY SĄCZ, św. Jana Chrzciciela","NOWY SĄCZ, św. Jana Chrzciciela",Zgony,2012,2014
"NOWY SĄCZ, św. Kazimierza","NOWY SĄCZ, św. Kazimierza",Chrzty,1971,2014
"NOWY SĄCZ, św. Kazimierza","NOWY SĄCZ, św. Kazimierza",Śluby,1971,2014
"NOWY SĄCZ, św. Kazimierza","NOWY SĄCZ, św. Kazimierza",Zgony,1971,2014
"NOWY SĄCZ, św. Małgorzaty","NOWY SĄCZ, św. Małgorzaty",Chrzty,1803,2014
"NOWY SĄCZ, św. Małgorzaty","NOWY SĄCZ, św. Małgorzaty",Śluby,1801,2014
"NOWY SĄCZ, św. Małgorzaty","NOWY SĄCZ, św. Małgorzaty",Zgony,1801,2014
"NOWY SĄCZ, św. Rocha","NOWY SĄCZ, św. Rocha",Chrzty,1946,2014
"NOWY SĄCZ, św. Rocha","NOWY SĄCZ, św. Rocha",Śluby,1946,2014
"NOWY SĄCZ, św. Rocha","NOWY SĄCZ, św. Rocha",Zgony,1946,2014
NOWY WIŚNICZ,NOWY WIŚNICZ,Chrzty,1946,2014
NOWY WIŚNICZ,NOWY WIŚNICZ,Śluby,1946,2014
NOWY WIŚNICZ,NOWY WIŚNICZ,Zgony,1946,2014
OBIDZA,OBIDZA,Chrzty,1982,2014
OBIDZA,OBIDZA,Śluby,1982,2014
OBIDZA,OBIDZA,Zgony,1982,2014
OCHOTNICA DOLNA,OCHOTNICA DOLNA,Chrzty,1756,2014
OCHOTNICA DOLNA,OCHOTNICA DOLNA,Śluby,1795,2014
OCHOTNICA DOLNA,OCHOTNICA DOLNA,Zgony,1795,2014
OCHOTNICA GÓRNA,OCHOTNICA GÓRNA,Chrzty,1910,2014
OCHOTNICA GÓRNA,OCHOTNICA GÓRNA,Śluby,1910,2014
OCHOTNICA GÓRNA,OCHOTNICA GÓRNA,Zgony,1910,2014
OCIEKA,OCIEKA,Chrzty,1821,2010
OCIEKA,OCIEKA,Śluby,1821,2010
OCIEKA,OCIEKA,Zgony,1821,2010
ODPORYSZÓW,ODPORYSZÓW,Chrzty,1815,2014
ODPORYSZÓW,ODPORYSZÓW,Śluby,1815,2014
ODPORYSZÓW,ODPORYSZÓW,Zgony,1815,2014
OKULICE,OKULICE,Chrzty,1788,2014
OKULICE,OKULICE,Śluby,1788,2014
OKULICE,OKULICE,Zgony,1788,2014
OLESNO,OLESNO,Chrzty,1604,2014
OLESNO,OLESNO,Śluby,1654,2014
OLESNO,OLESNO,Zgony,1808,2014
OLSZANKA,OLSZANKA,Chrzty,1984,2013
OLSZANKA,OLSZANKA,Śluby,1984,2013
OLSZANKA,OLSZANKA,Zgony,1984,2013
OLSZYNY OŁPIŃSKIE,OLSZYNY OŁPIŃSKIE,Chrzty,1870,2006
OLSZYNY OŁPIŃSKIE,OLSZYNY OŁPIŃSKIE,Śluby,1898,2011
OLSZYNY OŁPIŃSKIE,OLSZYNY OŁPIŃSKIE,Zgony,1943,2011
OLSZYNY WOJNICKIE,OLSZYNY WOJNICKIE,Chrzty,1796,2014
OLSZYNY WOJNICKIE,OLSZYNY WOJNICKIE,Śluby,1796,2014
OLSZYNY WOJNICKIE,OLSZYNY WOJNICKIE,Zgony,1798,2013
OSTRÓW,OSTRÓW,Chrzty,1945,2014
OSTRÓW,OSTRÓW,Śluby,1945,2014
OSTRÓW,OSTRÓW,Zgony,1945,2014
OTFINÓW,OTFINÓW,Chrzty,1661,2012
OTFINÓW,OTFINÓW,Śluby,1661,2012
OTFINÓW,OTFINÓW,Zgony,1800,2012
OŁPINY,OŁPINY,Chrzty,1826,2014
OŁPINY,OŁPINY,Śluby,1826,2014
OŁPINY,OŁPINY,Zgony,1826,2014
PALEŚNICA,PALEŚNICA,Chrzty,1790,2014
PALEŚNICA,PALEŚNICA,Śluby,1790,2014
PALEŚNICA,PALEŚNICA,Zgony,1790,2014
PASIERBIEC,PASIERBIEC,Chrzty,1958,2013
PASIERBIEC,PASIERBIEC,Śluby,1958,2013
PASIERBIEC,PASIERBIEC,Zgony,1958,2013
PASZCZYNA,PASZCZYNA,Chrzty,1992,2014
PASZCZYNA,PASZCZYNA,Śluby,1992,2014
PASZCZYNA,PASZCZYNA,Zgony,1992,2014
PASZYN,PASZYN,Chrzty,1946,2014
PASZYN,PASZYN,Śluby,1946,2014
PASZYN,PASZYN,Zgony,1946,2014
PAWĘZÓW,PAWĘZÓW,Chrzty,1968,2014
PAWĘZÓW,PAWĘZÓW,Śluby,1974,2014
PAWĘZÓW,PAWĘZÓW,Zgony,1983,2014
PILZNO,PILZNO,Chrzty,1665,2013
PILZNO,PILZNO,Śluby,1665,2013
PILZNO,PILZNO,Zgony,1739,2013
PIOTRKOWICE,PIOTRKOWICE,Chrzty,1785,2014
PIOTRKOWICE,PIOTRKOWICE,Śluby,1785,2014
PIOTRKOWICE,PIOTRKOWICE,Zgony,1785,2014
PISARZOWA,PISARZOWA,Chrzty,1800,2013
PISARZOWA,PISARZOWA,Śluby,1800,2013
PISARZOWA,PISARZOWA,Zgony,1800,2013
PIWNICZNA ZDRÓJ,PIWNICZNA ZDRÓJ,Chrzty,1785,2007
PIWNICZNA ZDRÓJ,PIWNICZNA ZDRÓJ,Śluby,1785,2007
PIWNICZNA ZDRÓJ,PIWNICZNA ZDRÓJ,Zgony,1785,2007
PIWNICZNA – KOSARZYSKA,PIWNICZNA – KOSARZYSKA,Chrzty,1957,2013
PIWNICZNA – KOSARZYSKA,PIWNICZNA – KOSARZYSKA,Śluby,1957,2013
PIWNICZNA – KOSARZYSKA,PIWNICZNA – KOSARZYSKA,Zgony,1957,2013
PIĄTKOWA,PIĄTKOWA,Chrzty,1890,2014
PIĄTKOWA,PIĄTKOWA,Śluby,2003,2014
PIĄTKOWA,PIĄTKOWA,Zgony,2003,2014
PLEŚNA,PLEŚNA,Chrzty,1804,2014
PLEŚNA,PLEŚNA,Śluby,1804,2014
PLEŚNA,PLEŚNA,Zgony,1804,2014
PODEGRODZIE,PODEGRODZIE,Chrzty,1801,2014
PODEGRODZIE,PODEGRODZIE,Śluby,1801,2014
PODEGRODZIE,PODEGRODZIE,Zgony,1801,2014
PODGRODZIE,PODGRODZIE,Chrzty,1972,2014
PODGRODZIE,PODGRODZIE,Śluby,1972,2014
PODGRODZIE,PODGRODZIE,Zgony,1972,2014
PODOLE,PODOLE,Chrzty,1800,2011
PODOLE,PODOLE,Śluby,1800,2011
PODOLE,PODOLE,Zgony,1800,2011
PODŁOPIEŃ,PODŁOPIEŃ,Chrzty,1983,2010
PODŁOPIEŃ,PODŁOPIEŃ,Śluby,1984,2010
PODŁOPIEŃ,PODŁOPIEŃ,Zgony,1984,2010
POGWIZDÓW,POGWIZDÓW,Chrzty,1811,2014
POGWIZDÓW,POGWIZDÓW,Śluby,1811,2013
POGWIZDÓW,POGWIZDÓW,Zgony,1826,2013
POGÓRSKA WOLA,POGÓRSKA WOLA,Chrzty,1802,2013
POGÓRSKA WOLA,POGÓRSKA WOLA,Śluby,1802,2013
POGÓRSKA WOLA,POGÓRSKA WOLA,Zgony,1802,2013
POLNA,POLNA,Chrzty,1826,2014
POLNA,POLNA,Śluby,1826,2014
POLNA,POLNA,Zgony,1826,2014
PORĄBKA USZEWSKA,PORĄBKA USZEWSKA,Chrzty,1790,2014
PORĄBKA USZEWSKA,PORĄBKA USZEWSKA,Śluby,1784,2014
PORĄBKA USZEWSKA,PORĄBKA USZEWSKA,Zgony,1784,2014
PORĘBA RADLNA,PORĘBA RADLNA,Chrzty,1790,2014
PORĘBA RADLNA,PORĘBA RADLNA,Śluby,1790,2014
PORĘBA RADLNA,PORĘBA RADLNA,Zgony,1790,2014
PORĘBA SPYTKOWSKA,PORĘBA SPYTKOWSKA,Chrzty,1797,2011
PORĘBA SPYTKOWSKA,PORĘBA SPYTKOWSKA,Śluby,1797,2011
PORĘBA SPYTKOWSKA,PORĘBA SPYTKOWSKA,Zgony,1797,2011
POWROŹNIK,POWROŹNIK,Chrzty,1946,2012
POWROŹNIK,POWROŹNIK,Śluby,1945,2012
POWROŹNIK,POWROŹNIK,Zgony,1946,2012
PRZECZYCA,PRZECZYCA,Chrzty,1826,2010
PRZECZYCA,PRZECZYCA,Śluby,1826,2010
PRZECZYCA,PRZECZYCA,Zgony,1826,2010
PRZECŁAW,PRZECŁAW,Chrzty,1667,2014
PRZECŁAW,PRZECŁAW,Śluby,1661,2014
PRZECŁAW,PRZECŁAW,Zgony,1790,2014
PRZYBORÓW,PRZYBORÓW,Chrzty,1989,2009
PRZYBORÓW,PRZYBORÓW,Śluby,1989,2009
PRZYBORÓW,PRZYBORÓW,Zgony,1989,2009
PRZYBYSŁAWICE,PRZYBYSŁAWICE,Chrzty,1985,2014
PRZYBYSŁAWICE,PRZYBYSŁAWICE,Śluby,1985,2014
PRZYBYSŁAWICE,PRZYBYSŁAWICE,Zgony,1985,2014
PRZYDONICA,PRZYDONICA,Chrzty,1900,2010
PRZYDONICA,PRZYDONICA,Śluby,1906,2010
PRZYDONICA,PRZYDONICA,Zgony,1900,2010
PRZYSIETNICA,PRZYSIETNICA,Chrzty,1969,2014
PRZYSIETNICA,PRZYSIETNICA,Śluby,1964,2014
PRZYSIETNICA,PRZYSIETNICA,Zgony,1964,2014
PRZYSZOWA,PRZYSZOWA,Chrzty,1800,2014
PRZYSZOWA,PRZYSZOWA,Śluby,1800,2014
PRZYSZOWA,PRZYSZOWA,Zgony,1800,2014
PUSTKÓW św. Józefa,PUSTKÓW św. Józefa,Chrzty,1980,2014
PUSTKÓW św. Józefa,PUSTKÓW św. Józefa,Śluby,1980,2014
PUSTKÓW św. Józefa,PUSTKÓW św. Józefa,Zgony,1980,2014
PUSTKÓW – OSIEDLE,PUSTKÓW – OSIEDLE,Chrzty,1971,1994
PUSTKÓW – OSIEDLE,PUSTKÓW – OSIEDLE,Śluby,1971,1994
PUSTKÓW – OSIEDLE,PUSTKÓW – OSIEDLE,Zgony,1971,1994
PUSTYNIA,PUSTYNIA,Chrzty,1946,2008
PUSTYNIA,PUSTYNIA,Śluby,1946,2010
PUSTYNIA,PUSTYNIA,Zgony,1946,2008
RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,Chrzty,1984,2014
RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,Śluby,1984,2014
RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,RADGOSZCZ – KRZYWDA pw. NMPW Wiernych,Zgony,1984,2014
"RADGOSZCZ, św. Kazimierza","RADGOSZCZ, św. Kazimierza",Chrzty,1812,2014
"RADGOSZCZ, św. Kazimierza","RADGOSZCZ, św. Kazimierza",Śluby,1812,2014
"RADGOSZCZ, św. Kazimierza","RADGOSZCZ, św. Kazimierza",Zgony,1812,2014
RADOMYŚL WIELKI,RADOMYŚL WIELKI,Chrzty,1813,2013
RADOMYŚL WIELKI,RADOMYŚL WIELKI,Śluby,1810,2013
RADOMYŚL WIELKI,RADOMYŚL WIELKI,Zgony,1810,2013
RADŁÓW,RADŁÓW,Chrzty,1784,2014
RADŁÓW,RADŁÓW,Śluby,1784,2014
RADŁÓW,RADŁÓW,Zgony,1784,2014
RAJBROT,RAJBROT,Chrzty,1799,2014
RAJBROT,RAJBROT,Śluby,1799,2014
RAJBROT,RAJBROT,Zgony,1799,2014
ROPA,ROPA,Chrzty,1826,2014
ROPA,ROPA,Śluby,1826,2014
ROPA,ROPA,Zgony,1826,2014
ROŻNÓW,ROŻNÓW,Chrzty,1784,2013
ROŻNÓW,ROŻNÓW,Śluby,1774,2013
ROŻNÓW,ROŻNÓW,Zgony,1774,2013
RUDA,RUDA,Chrzty,1946,2013
RUDA,RUDA,Śluby,1946,2013
RUDA,RUDA,Zgony,1946,2013
RUDKA,RUDKA,Chrzty,1900,2010
RUDKA,RUDKA,Śluby,1900,2010
RUDKA,RUDKA,Zgony,1900,2010
RUDY RYSIE,RUDY RYSIE,Chrzty,1890,1966
RUDY RYSIE,RUDY RYSIE,Śluby,1890,1966
RUDY RYSIE,RUDY RYSIE,Zgony,1890,1966
RYGLICE,RYGLICE,Chrzty,1795,2013
RYGLICE,RYGLICE,Śluby,1795,2013
RYGLICE,RYGLICE,Zgony,1795,2013
RYTRO,RYTRO,Chrzty,1870,2013
RYTRO,RYTRO,Śluby,1870,2013
RYTRO,RYTRO,Zgony,1870,2013
RZEPIENNIK BISKUPI,RZEPIENNIK BISKUPI,Chrzty,1826,2014
RZEPIENNIK BISKUPI,RZEPIENNIK BISKUPI,Śluby,1826,2014
RZEPIENNIK BISKUPI,RZEPIENNIK BISKUPI,Zgony,1826,2014
RZEPIENNIK STRZYŻEWSKI,RZEPIENNIK STRZYŻEWSKI,Chrzty,1972,2014
RZEPIENNIK STRZYŻEWSKI,RZEPIENNIK STRZYŻEWSKI,Śluby,1972,2014
RZEPIENNIK STRZYŻEWSKI,RZEPIENNIK STRZYŻEWSKI,Zgony,1972,2014
RZEPIENNIK SUCHY,RZEPIENNIK SUCHY,Chrzty,1807,2012
RZEPIENNIK SUCHY,RZEPIENNIK SUCHY,Śluby,1807,2014
RZEPIENNIK SUCHY,RZEPIENNIK SUCHY,Zgony,1807,2014
RZUCHOWA,RZUCHOWA,Chrzty,1981,2014
RZUCHOWA,RZUCHOWA,Śluby,1981,2014
RZUCHOWA,RZUCHOWA,Zgony,1980,2014
RZĘDZIANOWICE,RZĘDZIANOWICE,Chrzty,1890,2014
RZĘDZIANOWICE,RZĘDZIANOWICE,Śluby,1946,2014
RZĘDZIANOWICE,RZĘDZIANOWICE,Zgony,1890,2014
RÓŻA,RÓŻA,Chrzty,1981,2014
RÓŻA,RÓŻA,Śluby,1981,2014
RÓŻA,RÓŻA,Zgony,1981,2014
SAMOCICE,SAMOCICE,Chrzty,1870,2012
SAMOCICE,SAMOCICE,Śluby,1900,2011
SAMOCICE,SAMOCICE,Zgony,1870,2011
SIEDLCE,SIEDLCE,Chrzty,1800,2010
SIEDLCE,SIEDLCE,Śluby,1800,2003
SIEDLCE,SIEDLCE,Zgony,1800,2003
SIEDLEC,SIEDLEC,Chrzty,1989,2010
SIEDLEC,SIEDLEC,Śluby,1989,2010
SIEDLEC,SIEDLEC,Zgony,1989,2010
SIEDLISKA BOGUSZ,SIEDLISKA BOGUSZ,Chrzty,1816,2014
SIEDLISKA BOGUSZ,SIEDLISKA BOGUSZ,Śluby,1816,2014
SIEDLISKA BOGUSZ,SIEDLISKA BOGUSZ,Zgony,1816,2014
SIEDLISKA k. BOBOWEJ,SIEDLISKA k. BOBOWEJ,Chrzty,1826,2014
SIEDLISKA k. BOBOWEJ,SIEDLISKA k. BOBOWEJ,Śluby,1826,2014
SIEDLISKA k. BOBOWEJ,SIEDLISKA k. BOBOWEJ,Zgony,1826,2014
SIEDLISKA TUCHOWSKIE,SIEDLISKA TUCHOWSKIE,Chrzty,1946,2013
SIEDLISKA TUCHOWSKIE,SIEDLISKA TUCHOWSKIE,Śluby,1946,2013
SIEDLISKA TUCHOWSKIE,SIEDLISKA TUCHOWSKIE,Zgony,1946,2013
SIEDLISZOWICE,SIEDLISZOWICE,Chrzty,1984,2014
SIEDLISZOWICE,SIEDLISZOWICE,Śluby,1984,2014
SIEDLISZOWICE,SIEDLISZOWICE,Zgony,1984,2014
SIEKIERCZYNA,SIEKIERCZYNA,Chrzty,1957,2013
SIEKIERCZYNA,SIEKIERCZYNA,Śluby,1957,2013
SIEKIERCZYNA,SIEKIERCZYNA,Zgony,1957,2013
SIEMIECHÓW,SIEMIECHÓW,Chrzty,1797,2014
SIEMIECHÓW,SIEMIECHÓW,Śluby,1789,2014
SIEMIECHÓW,SIEMIECHÓW,Zgony,1797,2014
SIENNA,SIENNA,Chrzty,1951,2014
SIENNA,SIENNA,Śluby,1946,2014
SIENNA,SIENNA,Zgony,1945,2014
SKRZYDLNA,SKRZYDLNA,Chrzty,1803,2014
SKRZYDLNA,SKRZYDLNA,Śluby,1803,2014
SKRZYDLNA,SKRZYDLNA,Zgony,1796,2014
SKRZYSZÓW,SKRZYSZÓW,Chrzty,1800,2014
SKRZYSZÓW,SKRZYSZÓW,Śluby,1802,2014
SKRZYSZÓW,SKRZYSZÓW,Zgony,1802,2014
SKRZYSZÓW k. LUBZINY,SKRZYSZÓW k. LUBZINY,Chrzty,1984,2012
SKRZYSZÓW k. LUBZINY,SKRZYSZÓW k. LUBZINY,Śluby,1984,2012
SKRZYSZÓW k. LUBZINY,SKRZYSZÓW k. LUBZINY,Zgony,1870,2012
SMĘGORZÓW,SMĘGORZÓW,Chrzty,1946,2002
SMĘGORZÓW,SMĘGORZÓW,Śluby,1946,1994
SMĘGORZÓW,SMĘGORZÓW,Zgony,1946,2013
SOBOLÓW,SOBOLÓW,Chrzty,1820,2013
SOBOLÓW,SOBOLÓW,Śluby,1820,2013
SOBOLÓW,SOBOLÓW,Zgony,1820,1996
SROMOWCE NIŻNE,SROMOWCE NIŻNE,Chrzty,1898,2014
SROMOWCE NIŻNE,SROMOWCE NIŻNE,Śluby,1900,2014
SROMOWCE NIŻNE,SROMOWCE NIŻNE,Zgony,1900,2014
STARA JASTRZĄBKA,STARA JASTRZĄBKA,Chrzty,1776,2014
STARA JASTRZĄBKA,STARA JASTRZĄBKA,Śluby,1785,2014
STARA JASTRZĄBKA,STARA JASTRZĄBKA,Zgony,1784,2014
STARA WIEŚ,STARA WIEŚ,Chrzty,1987,2013
STARA WIEŚ,STARA WIEŚ,Śluby,1987,2013
STARA WIEŚ,STARA WIEŚ,Zgony,1987,2013
STARE ŻUKOWICE,STARE ŻUKOWICE,Chrzty,1958,2013
STARE ŻUKOWICE,STARE ŻUKOWICE,Śluby,1958,2013
STARE ŻUKOWICE,STARE ŻUKOWICE,Zgony,1958,2013
STARY SĄCZ,STARY SĄCZ,Chrzty,1830,2014
STARY SĄCZ,STARY SĄCZ,Śluby,1830,2014
STARY SĄCZ,STARY SĄCZ,Zgony,1830,2014
"STARY SĄCZ, Miłosierdzia Bożego","STARY SĄCZ, Miłosierdzia Bożego",Chrzty,2005,2014
"STARY SĄCZ, Miłosierdzia Bożego","STARY SĄCZ, Miłosierdzia Bożego",Śluby,2005,2014
"STARY SĄCZ, Miłosierdzia Bożego","STARY SĄCZ, Miłosierdzia Bożego",Zgony,2005,2014
STARY WIŚNICZ,STARY WIŚNICZ,Chrzty,1813,2014
STARY WIŚNICZ,STARY WIŚNICZ,Śluby,1813,2014
STARY WIŚNICZ,STARY WIŚNICZ,Zgony,1802,2014
STASIÓWKA,STASIÓWKA,Chrzty,1971,2014
STASIÓWKA,STASIÓWKA,Śluby,1971,2014
STASIÓWKA,STASIÓWKA,Zgony,1971,2014
STASZKÓWKA,STASZKÓWKA,Chrzty,1595,2014
STASZKÓWKA,STASZKÓWKA,Śluby,1657,2014
STASZKÓWKA,STASZKÓWKA,Zgony,1657,2014
STRZELCE WIELKIE,STRZELCE WIELKIE,Chrzty,1811,1880
STRZELCE WIELKIE,STRZELCE WIELKIE,Śluby,1804,1996
STRZELCE WIELKIE,STRZELCE WIELKIE,Zgony,1804,1996
STRÓŻA (Dek. Tymbark),STRÓŻA (Dek. Tymbark),Chrzty,1969,2014
STRÓŻA (Dek. Tymbark),STRÓŻA (Dek. Tymbark),Śluby,1969,2013
STRÓŻA (Dek. Tymbark),STRÓŻA (Dek. Tymbark),Zgony,1969,2014
STRÓŻE,STRÓŻE,Chrzty,1945,2014
STRÓŻE,STRÓŻE,Śluby,1945,2014
STRÓŻE,STRÓŻE,Zgony,1945,2014
STRÓŻNA,STRÓŻNA,Chrzty,1986,2011
STRÓŻNA,STRÓŻNA,Śluby,1973,2011
STRÓŻNA,STRÓŻNA,Zgony,1986,2011
SUFCZYN,SUFCZYN,Chrzty,1982,1995
SUFCZYN,SUFCZYN,Śluby,1982,1995
SUFCZYN,SUFCZYN,Zgony,1982,1995
SWOSZOWA,SWOSZOWA,Chrzty,1983,1996
SWOSZOWA,SWOSZOWA,Śluby,1983,1996
SWOSZOWA,SWOSZOWA,Zgony,1983,1996
SZALOWA,SZALOWA,Chrzty,1826,2012
SZALOWA,SZALOWA,Śluby,1826,2012
SZALOWA,SZALOWA,Zgony,1826,2012
SZARWARK,SZARWARK,Chrzty,1870,2014
SZARWARK,SZARWARK,Śluby,1870,2014
SZARWARK,SZARWARK,Zgony,1870,2014
SZCZAWA,SZCZAWA,Chrzty,1920,2014
SZCZAWA,SZCZAWA,Śluby,1957,2014
SZCZAWA,SZCZAWA,Zgony,1957,2014
SZCZAWNICA,SZCZAWNICA,Chrzty,1814,2014
SZCZAWNICA,SZCZAWNICA,Śluby,1814,2014
SZCZAWNICA,SZCZAWNICA,Zgony,1814,2014
SZCZEPANOWICE,SZCZEPANOWICE,Chrzty,1808,2014
SZCZEPANOWICE,SZCZEPANOWICE,Śluby,1809,2014
SZCZEPANOWICE,SZCZEPANOWICE,Zgony,1809,2014
SZCZEPANÓW,SZCZEPANÓW,Chrzty,1797,2007
SZCZEPANÓW,SZCZEPANÓW,Śluby,1797,1990
SZCZEPANÓW,SZCZEPANÓW,Zgony,1797,1962
SZCZUCIN,SZCZUCIN,Chrzty,1800,2014
SZCZUCIN,SZCZUCIN,Śluby,1800,2014
SZCZUCIN,SZCZUCIN,Zgony,1800,2014
SZCZUROWA,SZCZUROWA,Chrzty,1785,2014
SZCZUROWA,SZCZUROWA,Śluby,1783,2014
SZCZUROWA,SZCZUROWA,Zgony,1785,2014
SZCZYRZYC,SZCZYRZYC,Chrzty,1786,2014
SZCZYRZYC,SZCZYRZYC,Śluby,1786,2014
SZCZYRZYC,SZCZYRZYC,Zgony,1786,2014
SZERZYNY,SZERZYNY,Chrzty,1826,2014
SZERZYNY,SZERZYNY,Śluby,1826,2014
SZERZYNY,SZERZYNY,Zgony,1826,2014
SZLACHTOWA,SZLACHTOWA,Chrzty,1946,2014
SZLACHTOWA,SZLACHTOWA,Śluby,1946,2014
SZLACHTOWA,SZLACHTOWA,Zgony,1946,2014
SZYK,SZYK,Chrzty,1783,2013
SZYK,SZYK,Śluby,1783,2013
SZYK,SZYK,Zgony,1783,2014
SZYMBARK,SZYMBARK,Chrzty,1826,2011
SZYMBARK,SZYMBARK,Śluby,1826,2011
SZYMBARK,SZYMBARK,Zgony,1826,2011
SZYNWAŁD,SZYNWAŁD,Chrzty,1790,2010
SZYNWAŁD,SZYNWAŁD,Śluby,1790,2010
SZYNWAŁD,SZYNWAŁD,Zgony,1790,2010
SŁOPNICE,SŁOPNICE,Chrzty,1808,2014
SŁOPNICE,SŁOPNICE,Śluby,1808,2014
SŁOPNICE,SŁOPNICE,Zgony,1808,2014
SŁOPNICE GÓRNE,SŁOPNICE GÓRNE,Chrzty,1973,2014
SŁOPNICE GÓRNE,SŁOPNICE GÓRNE,Śluby,1973,2014
SŁOPNICE GÓRNE,SŁOPNICE GÓRNE,Zgony,1973,2014
SŁOTOWA,SŁOTOWA,Chrzty,1981,2011
SŁOTOWA,SŁOTOWA,Śluby,1981,2011
SŁOTOWA,SŁOTOWA,Zgony,1981,2011
SŁUPIEC,SŁUPIEC,Chrzty,1808,2012
SŁUPIEC,SŁUPIEC,Śluby,1808,2012
SŁUPIEC,SŁUPIEC,Zgony,1808,2012
TABASZOWA,TABASZOWA,Chrzty,1990,2014
TABASZOWA,TABASZOWA,Śluby,1991,2014
TABASZOWA,TABASZOWA,Zgony,1989,2014
TARNOWIEC,TARNOWIEC,Chrzty,1972,2011
TARNOWIEC,TARNOWIEC,Śluby,1946,2011
TARNOWIEC,TARNOWIEC,Zgony,1972,2011
TARNÓW – KATEDRA,TARNÓW – KATEDRA,Chrzty,1579,2014
TARNÓW – KATEDRA,TARNÓW – KATEDRA,Śluby,1630,2014
TARNÓW – KATEDRA,TARNÓW – KATEDRA,Zgony,1790,2014
TARNÓW – KLIKOWA,TARNÓW – KLIKOWA,Chrzty,1890,2014
TARNÓW – KLIKOWA,TARNÓW – KLIKOWA,Śluby,1881,2014
TARNÓW – KLIKOWA,TARNÓW – KLIKOWA,Zgony,1890,2014
