Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,powiat,source_type
Nowe Świętowo,Urząd Stanu Cywilnego,Chrzty,1887,1912,opolski,Urząd Stanu Cywilnego
Nowe Świętowo,Urząd Stanu Cywilnego,Śluby,1885,1912,opolski,Urząd Stanu Cywilnego
Nowe Świętowo,Urząd Stanu Cywilnego,Zgony,1885,1912,opolski,Urząd Stanu Cywilnego
Babiak,Urząd Stanu Cywilnego,Chrzty,1918,1918,kolski,Urząd Stanu Cywilnego
Babiak,Urząd Stanu Cywilnego,Śluby,1918,1918,kolski,Urząd Stanu Cywilnego
Babiak,Urząd Stanu Cywilnego,Zgony,1918,1918,kolski,Urząd Stanu Cywilnego
Babimost,Parafia katolicka,Chrzty,1854,1874,zielonogórski,Parafia katolicka
Babimost,Parafia katolicka,Śluby,1853,1874,zielonogórski,Parafia katolicka
Babimost,Urząd Stanu Cywilnego,Zgony,1915,1915,zielonogórski,Urząd Stanu Cywilnego
Baborów,Urząd Stanu Cywilnego,Śluby,1874,1876,głubczycki,Urząd Stanu Cywilnego
Bagrowo,Parafia katolicka,Chrzty,1818,1874,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1818,1820,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1822,1823,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1825,1829,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1831,1833,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1835,1835,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1837,1838,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1841,1846,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1849,1850,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1852,1855,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1857,1868,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Śluby,1870,1873,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Zgony,1818,1840,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Zgony,1842,1859,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Zgony,1861,1868,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Zgony,1870,1874,średzki,Parafia katolicka
Bagrowo,Parafia katolicka,Inne,1818,1819,średzki,Parafia katolicka
Bałdowice,Urząd Stanu Cywilnego,Chrzty,1874,1902,ostrzeszowski,Urząd Stanu Cywilnego
Bałdowice,Urząd Stanu Cywilnego,Chrzty,1909,1912,ostrzeszowski,Urząd Stanu Cywilnego
Bałdowice,Urząd Stanu Cywilnego,Śluby,1879,1880,ostrzeszowski,Urząd Stanu Cywilnego
Bałdowice,Urząd Stanu Cywilnego,Śluby,1900,1912,ostrzeszowski,Urząd Stanu Cywilnego
Bałdowice,Urząd Stanu Cywilnego,Zgony,1874,1922,ostrzeszowski,Urząd Stanu Cywilnego
Baranów,Parafia katolicka,Chrzty,1906,1906,kępiński,Parafia katolicka
Baranów,Urząd Stanu Cywilnego,Chrzty,1874,1907,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Chrzty,1909,1909,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Chrzty,1911,1919,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Śluby,1875,1907,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Śluby,1909,1909,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Śluby,1911,1916,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Śluby,1918,1918,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Zgony,1874,1907,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Zgony,1909,1909,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Zgony,1911,1919,kępiński,Urząd Stanu Cywilnego
Baranów,Urząd Stanu Cywilnego,Inne,1874,1874,kępiński,Urząd Stanu Cywilnego
Bardo,Parafia ewangelicka,Śluby,1860,1860,wrzesiński,Parafia ewangelicka
Bardo,Parafia katolicka,Chrzty,1795,1874,wrzesiński,Parafia katolicka
Bardo,Parafia katolicka,Śluby,1818,1819,wrzesiński,Parafia katolicka
Bardo,Parafia katolicka,Śluby,1821,1859,wrzesiński,Parafia katolicka
Bardo,Parafia katolicka,Śluby,1861,1874,wrzesiński,Parafia katolicka
Bardo,Parafia katolicka,Zgony,1795,1874,wrzesiński,Parafia katolicka
Bardo,Parafia katolicka,Inne,1818,1818,wrzesiński,Parafia katolicka
Barnim,Urząd Stanu Cywilnego,Zgony,1875,1875,pyrzycki,Urząd Stanu Cywilnego
Baszków,Parafia katolicka,Chrzty,1866,1874,krotoszyński,Parafia katolicka
Baszków,Parafia katolicka,Śluby,1866,1874,krotoszyński,Parafia katolicka
Baszków,Parafia katolicka,Zgony,1866,1874,krotoszyński,Parafia katolicka
Belęcin,Urząd Stanu Cywilnego,Chrzty,1891,1905,wolsztyński,Urząd Stanu Cywilnego
Belęcin,Urząd Stanu Cywilnego,Śluby,1891,1905,wolsztyński,Urząd Stanu Cywilnego
Belęcin,Urząd Stanu Cywilnego,Śluby,1912,1913,wolsztyński,Urząd Stanu Cywilnego
Belęcin,Urząd Stanu Cywilnego,Zgony,1889,1905,wolsztyński,Urząd Stanu Cywilnego
Belęcin,Urząd Stanu Cywilnego,Zgony,1908,1912,wolsztyński,Urząd Stanu Cywilnego
Benice,Parafia katolicka,Chrzty,1818,1874,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Śluby,1819,1852,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Śluby,1854,1874,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Zgony,1818,1818,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Zgony,1820,1874,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Inne,1827,1834,krotoszyński,Parafia katolicka
Benice,Parafia katolicka,Inne,1840,1840,krotoszyński,Parafia katolicka
Biała,Parafia ewangelicka,Chrzty,1826,1886,czarnkowsko-trzcianecki,Parafia ewangelicka
Biała,Parafia ewangelicka,Śluby,1827,1886,czarnkowsko-trzcianecki,Parafia ewangelicka
Biała,Parafia ewangelicka,Zgony,1826,1886,czarnkowsko-trzcianecki,Parafia ewangelicka
Biała,Parafia katolicka,Chrzty,1870,1870,czarnkowsko-trzcianecki,Parafia katolicka
Biała,Urząd Stanu Cywilnego,Chrzty,1874,1909,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Biała,Urząd Stanu Cywilnego,Śluby,1874,1906,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Biała,Urząd Stanu Cywilnego,Zgony,1874,1906,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Białaczów,Urząd Stanu Cywilnego,Śluby,1874,1874,opoczyński,Urząd Stanu Cywilnego
Białcz,Parafia katolicka,Chrzty,1818,1827,kościański,Parafia katolicka
Białcz,Parafia katolicka,Chrzty,1829,1829,kościański,Parafia katolicka
Białcz,Parafia katolicka,Chrzty,1847,1848,kościański,Parafia katolicka
Białcz,Parafia katolicka,Chrzty,1855,1855,kościański,Parafia katolicka
Białcz,Parafia katolicka,Chrzty,1867,1867,kościański,Parafia katolicka
Białcz,Parafia katolicka,Śluby,1818,1827,kościański,Parafia katolicka
Białcz,Parafia katolicka,Śluby,1829,1829,kościański,Parafia katolicka
Białcz,Parafia katolicka,Śluby,1847,1848,kościański,Parafia katolicka
Białcz,Parafia katolicka,Śluby,1855,1855,kościański,Parafia katolicka
Białcz,Parafia katolicka,Śluby,1867,1867,kościański,Parafia katolicka
Białcz,Parafia katolicka,Zgony,1818,1827,kościański,Parafia katolicka
Białcz,Parafia katolicka,Zgony,1829,1829,kościański,Parafia katolicka
Białcz,Parafia katolicka,Zgony,1847,1848,kościański,Parafia katolicka
Białcz,Parafia katolicka,Zgony,1855,1855,kościański,Parafia katolicka
Białcz,Parafia katolicka,Zgony,1867,1867,kościański,Parafia katolicka
Białków,Parafia katolicka,Chrzty,1808,1884,kolski,Parafia katolicka
Białków,Parafia katolicka,Chrzty,1911,1917,kolski,Parafia katolicka
Białków,Parafia katolicka,Śluby,1808,1868,kolski,Parafia katolicka
Białków,Parafia katolicka,Śluby,1870,1884,kolski,Parafia katolicka
Białków,Parafia katolicka,Śluby,1911,1917,kolski,Parafia katolicka
Białków,Parafia katolicka,Zgony,1808,1868,kolski,Parafia katolicka
Białków,Parafia katolicka,Zgony,1870,1884,kolski,Parafia katolicka
Białków,Parafia katolicka,Zgony,1911,1917,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1811,1811,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1813,1813,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1815,1836,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1838,1847,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1849,1884,kolski,Parafia katolicka
Białków,Parafia katolicka,Inne,1914,1917,kolski,Parafia katolicka
Białków,Urząd Stanu Cywilnego,Inne,1809,1811,kolski,Urząd Stanu Cywilnego
Białośliwie,Urząd Stanu Cywilnego,Chrzty,1874,1874,pilski,Urząd Stanu Cywilnego
Biankowo,Urząd Stanu Cywilnego,Chrzty,1874,1908,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Biankowo,Urząd Stanu Cywilnego,Śluby,1874,1908,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Biankowo,Urząd Stanu Cywilnego,Zgony,1874,1908,czarnkowsko-trzcianecki,Urząd Stanu Cywilnego
Bieczyno,Urząd Stanu Cywilnego,Śluby,1874,1874,gryficki,Urząd Stanu Cywilnego
Bieczyno,Urząd Stanu Cywilnego,Śluby,1906,1910,gryficki,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Chrzty,1874,1884,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Chrzty,1905,1916,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Śluby,1874,1884,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Śluby,1905,1922,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Zgony,1874,1884,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Zgony,1905,1922,poznański,Urząd Stanu Cywilnego
Biedrusko,Urząd Stanu Cywilnego,Inne,1882,1882,poznański,Urząd Stanu Cywilnego
Bieganowo,Parafia katolicka,Chrzty,1817,1873,wrzesiński,Parafia katolicka
Bieganowo,Parafia katolicka,Śluby,1817,1873,wrzesiński,Parafia katolicka
Bieganowo,Parafia katolicka,Zgony,1817,1873,wrzesiński,Parafia katolicka
Bieganowo,Parafia katolicka,Inne,1821,1823,wrzesiński,Parafia katolicka
Bieganowo,Parafia katolicka,Inne,1859,1859,wrzesiński,Parafia katolicka
Bieganowo,Parafia katolicka,Inne,1862,1862,wrzesiński,Parafia katolicka
Bieganowo,Urząd Stanu Cywilnego,Inne,1838,1838,wrzesiński,Urząd Stanu Cywilnego
Bieganowo,Urząd Stanu Cywilnego,Inne,1848,1848,wrzesiński,Urząd Stanu Cywilnego
Bieganowo,Urząd Stanu Cywilnego,Inne,1859,1859,wrzesiński,Urząd Stanu Cywilnego
Bierzwienna,Parafia katolicka,Chrzty,1808,1810,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Chrzty,1815,1816,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Chrzty,1818,1872,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Śluby,1808,1810,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Śluby,1815,1816,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Śluby,1818,1872,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Zgony,1808,1810,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Zgony,1815,1816,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Zgony,1818,1872,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Inne,1816,1816,kolski,Parafia katolicka
Bierzwienna,Parafia katolicka,Inne,1845,1845,kolski,Parafia katolicka
Biezdrowo,Parafia katolicka,Chrzty,1836,1836,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Chrzty,1838,1854,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Chrzty,1856,1859,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Chrzty,1862,1862,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Chrzty,1866,1869,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1838,1838,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1840,1842,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1845,1846,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1848,1848,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1850,1850,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1852,1854,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1856,1859,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1862,1862,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Śluby,1867,1869,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Zgony,1836,1836,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Zgony,1838,1850,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Zgony,1852,1854,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Zgony,1856,1859,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Zgony,1866,1869,szamotulski,Parafia katolicka
Biezdrowo,Parafia katolicka,Inne,1838,1838,szamotulski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Chrzty,1818,1838,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Chrzty,1849,1873,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Śluby,1818,1838,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Śluby,1849,1874,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Zgony,1818,1838,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Zgony,1849,1874,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Inne,1818,1818,ostrowski,Parafia katolicka
Biskupice Ołoboczne,Parafia katolicka,Inne,1826,1826,ostrowski,Parafia katolicka
Biskupów,Urząd Stanu Cywilnego,Chrzty,1886,1886,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Chrzty,1890,1890,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Chrzty,1895,1905,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Chrzty,1907,1907,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Śluby,1900,1901,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Śluby,1904,1904,nyski,Urząd Stanu Cywilnego
Biskupów,Urząd Stanu Cywilnego,Śluby,1908,1908,nyski,Urząd Stanu Cywilnego
Blizanów,Parafia ewangelicka,Śluby,1831,1831,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Śluby,1840,1841,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Śluby,1866,1866,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1822,1822,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1838,1839,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1866,1866,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1868,1870,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1876,1876,kaliski,Parafia ewangelicka
Blizanów,Parafia ewangelicka,Zgony,1903,1903,kaliski,Parafia ewangelicka
Blizanów,Parafia katolicka,Chrzty,1819,1819,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Chrzty,1821,1822,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Chrzty,1825,1841,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Chrzty,1866,1903,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Chrzty,1905,1922,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1819,1819,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1821,1822,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1825,1830,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1832,1839,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1866,1903,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Śluby,1905,1922,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1819,1819,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1821,1822,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1825,1837,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1840,1841,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1866,1903,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Zgony,1905,1922,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Inne,1821,1822,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Inne,1825,1826,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Inne,1831,1832,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Inne,1838,1841,kaliski,Parafia katolicka
Blizanów,Parafia katolicka,Inne,1866,1872,kaliski,Parafia katolicka
Blizanów,Urząd Stanu Cywilnego,Chrzty,1904,1904,kaliski,Urząd Stanu Cywilnego
Blizanów,Urząd Stanu Cywilnego,Śluby,1904,1904,kaliski,Urząd Stanu Cywilnego
Blizanów,Urząd Stanu Cywilnego,Zgony,1904,1904,kaliski,Urząd Stanu Cywilnego
Błaszki,Parafia ewangelicka,Śluby,1867,1867,kaliski,Parafia ewangelicka
Błaszki,Parafia katolicka,Chrzty,1824,1824,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Chrzty,1859,1859,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Chrzty,1865,1867,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Chrzty,1900,1900,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Śluby,1809,1810,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Śluby,1859,1859,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Śluby,1865,1867,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Zgony,1810,1813,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Zgony,1819,1821,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Zgony,1823,1824,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Zgony,1859,1859,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Zgony,1865,1867,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1808,1814,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1816,1817,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1820,1820,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1822,1822,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1824,1824,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1826,1826,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1828,1828,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1844,1844,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1851,1852,kaliski,Parafia katolicka
Błaszki,Parafia katolicka,Inne,1854,1854,kaliski,Parafia katolicka
Błenna,Parafia katolicka,Chrzty,1744,1772,kolski,Parafia katolicka
Błenna,Parafia katolicka,Chrzty,1774,1808,kolski,Parafia katolicka
Błenna,Parafia katolicka,Chrzty,1820,1826,kolski,Parafia katolicka
Błenna,Parafia katolicka,Chrzty,1830,1865,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1726,1742,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1744,1765,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1767,1771,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1774,1780,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1783,1808,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1820,1826,kolski,Parafia katolicka
Błenna,Parafia katolicka,Śluby,1830,1865,kolski,Parafia katolicka
Błenna,Parafia katolicka,Zgony,1726,1769,kolski,Parafia katolicka
Błenna,Parafia katolicka,Zgony,1774,1808,kolski,Parafia katolicka
Błenna,Parafia katolicka,Zgony,1820,1826,kolski,Parafia katolicka
Błenna,Parafia katolicka,Zgony,1830,1865,kolski,Parafia katolicka
Błociszewo,Parafia katolicka,Chrzty,1817,1850,śremski,Parafia katolicka
Błociszewo,Parafia katolicka,Śluby,1817,1850,śremski,Parafia katolicka
Błociszewo,Parafia katolicka,Zgony,1817,1819,śremski,Parafia katolicka
Bnin,Parafia ewangelicka,Chrzty,1778,1841,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Śluby,1778,1844,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Zgony,1778,1849,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Inne,1778,1778,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Inne,1808,1811,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Inne,1814,1814,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Inne,1819,1825,poznański,Parafia ewangelicka
Bnin,Parafia ewangelicka,Inne,1828,1828,poznański,Parafia ewangelicka
Bnin,Parafia katolicka,Chrzty,1636,1664,poznański,Parafia katolicka
Bnin,Parafia katolicka,Chrzty,1668,1686,poznański,Parafia katolicka
Bnin,Parafia katolicka,Chrzty,1710,1825,poznański,Parafia katolicka
Bnin,Parafia katolicka,Śluby,1636,1657,poznański,Parafia katolicka
Bnin,Parafia katolicka,Śluby,1668,1817,poznański,Parafia katolicka
Bnin,Parafia katolicka,Zgony,1710,1826,poznański,Parafia katolicka
Bnin,Urząd Stanu Cywilnego,Chrzty,1874,1884,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Chrzty,1906,1915,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Śluby,1874,1884,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Śluby,1906,1920,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Śluby,1939,1940,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Zgony,1874,1884,poznański,Urząd Stanu Cywilnego
Bnin,Urząd Stanu Cywilnego,Zgony,1906,1920,poznański,Urząd Stanu Cywilnego
Bodzanów,Urząd Stanu Cywilnego,Chrzty,1885,1901,płocki,Urząd Stanu Cywilnego
Bogusław,Urząd Stanu Cywilnego,Zgony,1882,1882,myśliborski,Urząd Stanu Cywilnego
Bojanowo,Parafia ewangelicka,Chrzty,1823,1830,rawicki,Parafia ewangelicka
Bojanowo,Parafia ewangelicka,Śluby,1823,1830,rawicki,Parafia ewangelicka
Bojanowo,Urząd Stanu Cywilnego,Chrzty,1874,1880,rawicki,Urząd Stanu Cywilnego
Bojanowo,Urząd Stanu Cywilnego,Śluby,1874,1878,rawicki,Urząd Stanu Cywilnego
Bojanowo,Urząd Stanu Cywilnego,Śluby,1921,1931,rawicki,Urząd Stanu Cywilnego
Bojanowo,Urząd Stanu Cywilnego,Zgony,1874,1876,rawicki,Urząd Stanu Cywilnego
Bojanowo,Urząd Stanu Cywilnego,Zgony,1921,1930,rawicki,Urząd Stanu Cywilnego
Bojanowo Stare,Parafia katolicka,Chrzty,1866,1867,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Chrzty,1870,1872,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Chrzty,1874,1874,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Śluby,1866,1867,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Śluby,1870,1872,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Śluby,1874,1874,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Zgony,1866,1867,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Zgony,1870,1872,kościański,Parafia katolicka
Bojanowo Stare,Parafia katolicka,Zgony,1874,1874,kościański,Parafia katolicka
Bolesławiec,Parafia katolicka,Chrzty,1876,1877,wieruszowski,Parafia katolicka
Bolesławiec,Parafia katolicka,Śluby,1876,1877,wieruszowski,Parafia katolicka
Bolesławiec,Parafia katolicka,Zgony,1876,1877,wieruszowski,Parafia katolicka
Bolesławiec,Parafia katolicka,Inne,1877,1877,wieruszowski,Parafia katolicka
Bolesławiec,Urząd Stanu Cywilnego,Chrzty,1876,1876,wieruszowski,Urząd Stanu Cywilnego
Boleszczyn,Parafia ewangelicka,Chrzty,1824,1824,turecki,Parafia ewangelicka
Boleszczyn,Parafia ewangelicka,Chrzty,1869,1869,turecki,Parafia ewangelicka
Boleszczyn,Parafia ewangelicka,Śluby,1824,1824,turecki,Parafia ewangelicka
Boleszczyn,Parafia ewangelicka,Śluby,1869,1869,turecki,Parafia ewangelicka
Boleszczyn,Parafia ewangelicka,Zgony,1869,1869,turecki,Parafia ewangelicka
Boleszczyn,Parafia ewangelicka,Zgony,1917,1917,turecki,Parafia ewangelicka
Boleszczyn,Parafia katolicka,Chrzty,1809,1818,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Chrzty,1820,1884,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Chrzty,1916,1921,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Śluby,1809,1884,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Śluby,1916,1921,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Zgony,1809,1884,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Zgony,1916,1921,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Inne,1811,1811,turecki,Parafia katolicka
Boleszczyn,Parafia katolicka,Inne,1861,1861,turecki,Parafia katolicka
Boleszczyn,Urząd Stanu Cywilnego,Chrzty,1880,1880,turecki,Urząd Stanu Cywilnego
Boleszczyn,Urząd Stanu Cywilnego,Chrzty,1921,1921,turecki,Urząd Stanu Cywilnego
Boleszczyn,Urząd Stanu Cywilnego,Inne,1809,1811,turecki,Urząd Stanu Cywilnego
Bolewice,Urząd Stanu Cywilnego,Chrzty,1874,1915,nowotomyski,Urząd Stanu Cywilnego
Bolewice,Urząd Stanu Cywilnego,Śluby,1874,1920,nowotomyski,Urząd Stanu Cywilnego
Bolewice,Urząd Stanu Cywilnego,Zgony,1874,1875,nowotomyski,Urząd Stanu Cywilnego
Bolewice,Urząd Stanu Cywilnego,Zgony,1877,1913,nowotomyski,Urząd Stanu Cywilnego
