Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,powiat,source_type
Wielichowo,Urząd Stanu Cywilnego,Inne,1865,1865,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1883,1885,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1888,1888,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1893,1893,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1902,1902,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1906,1906,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1921,1921,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1923,1923,grodziski,Urząd Stanu Cywilnego
Wielichowo,Urząd Stanu Cywilnego,Inne,1926,1926,grodziski,Urząd Stanu Cywilnego
Wielowieś,Parafia ewangelicka,Śluby,1861,1861,krotoszyński,Parafia ewangelicka
Wielowieś,Parafia ewangelicka,Śluby,1864,1864,krotoszyński,Parafia ewangelicka
Wielowieś,Parafia ewangelicka,Zgony,1861,1861,krotoszyński,Parafia ewangelicka
Wielowieś,Parafia katolicka,Chrzty,1795,1823,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Chrzty,1825,1904,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1745,1797,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1800,1800,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1818,1823,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1825,1860,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1862,1863,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Śluby,1865,1865,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Zgony,1818,1823,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Zgony,1825,1860,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Zgony,1862,1865,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Zgony,1891,1900,krotoszyński,Parafia katolicka
Wielowieś,Parafia katolicka,Zgony,1883,1884,ostrowski,Parafia katolicka
Wielowieś,Urząd Stanu Cywilnego,Chrzty,1874,1912,ostrowski,Urząd Stanu Cywilnego
Wielowieś,Urząd Stanu Cywilnego,Śluby,1874,1912,ostrowski,Urząd Stanu Cywilnego
Wielowieś,Urząd Stanu Cywilnego,Zgony,1874,1883,ostrowski,Urząd Stanu Cywilnego
Wielowieś,Urząd Stanu Cywilnego,Zgony,1885,1907,ostrowski,Urząd Stanu Cywilnego
Wielowieś,Urząd Stanu Cywilnego,Inne,1873,1889,ostrowski,Urząd Stanu Cywilnego
Wielowieś,Urząd Stanu Cywilnego,Inne,1895,1895,ostrowski,Urząd Stanu Cywilnego
Wierzeja,Parafia ewangelicka,Zgony,1895,1895,szamotulski,Parafia ewangelicka
Wierzeja,Urząd Stanu Cywilnego,Chrzty,1878,1913,szamotulski,Urząd Stanu Cywilnego
Wierzeja,Urząd Stanu Cywilnego,Śluby,1878,1913,szamotulski,Urząd Stanu Cywilnego
Wierzeja,Urząd Stanu Cywilnego,Zgony,1878,1913,szamotulski,Urząd Stanu Cywilnego
Wierzenica,Parafia katolicka,Chrzty,1817,1829,poznański,Parafia katolicka
Wierzenica,Parafia katolicka,Śluby,1817,1829,poznański,Parafia katolicka
Wierzenica,Parafia katolicka,Zgony,1817,1829,poznański,Parafia katolicka
Wierzenica,Urząd Stanu Cywilnego,Chrzty,1874,1884,poznański,Urząd Stanu Cywilnego
Wierzenica,Urząd Stanu Cywilnego,Śluby,1874,1884,poznański,Urząd Stanu Cywilnego
Wierzenica,Urząd Stanu Cywilnego,Zgony,1874,1884,poznański,Urząd Stanu Cywilnego
Wierzonka,Urząd Stanu Cywilnego,Chrzty,1874,1911,poznański,Urząd Stanu Cywilnego
Wierzonka,Urząd Stanu Cywilnego,Śluby,1874,1908,poznański,Urząd Stanu Cywilnego
Wierzonka,Urząd Stanu Cywilnego,Śluby,1910,1911,poznański,Urząd Stanu Cywilnego
Wierzonka,Urząd Stanu Cywilnego,Zgony,1874,1911,poznański,Urząd Stanu Cywilnego
Wiewierz,Urząd Stanu Cywilnego,Śluby,1884,1884,górowski,Urząd Stanu Cywilnego
Wijewo,Urząd Stanu Cywilnego,Chrzty,1874,1913,leszczyński,Urząd Stanu Cywilnego
Wijewo,Urząd Stanu Cywilnego,Śluby,1874,1913,leszczyński,Urząd Stanu Cywilnego
Wijewo,Urząd Stanu Cywilnego,Zgony,1874,1909,leszczyński,Urząd Stanu Cywilnego
Wilamów,Parafia katolicka,Chrzty,1819,1855,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Chrzty,1876,1918,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Śluby,1819,1855,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Śluby,1876,1918,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Zgony,1819,1855,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Zgony,1876,1918,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Inne,1819,1824,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Inne,1899,1899,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Inne,1910,1910,turecki,Parafia katolicka
Wilamów,Parafia katolicka,Inne,1912,1912,turecki,Parafia katolicka
Wilczogóra,Urząd Stanu Cywilnego,Zgony,1940,1940,koniński,Urząd Stanu Cywilnego
Wilczyn,Parafia ewangelicka,Śluby,1820,1820,koniński,Parafia ewangelicka
Wilczyn,Parafia katolicka,Chrzty,1808,1811,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Chrzty,1818,1818,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Chrzty,1820,1865,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Śluby,1809,1810,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Śluby,1818,1824,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Śluby,1826,1865,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Zgony,1808,1811,koniński,Parafia katolicka
Wilczyn,Parafia katolicka,Zgony,1819,1865,koniński,Parafia katolicka
Wilczyna,Parafia katolicka,Chrzty,1083,1083,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Chrzty,1085,1085,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Chrzty,1702,1715,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Chrzty,1717,1874,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1702,1720,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1722,1728,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1730,1811,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1813,1813,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1816,1816,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1818,1823,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Śluby,1825,1874,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Zgony,1734,1832,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Zgony,1834,1834,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Zgony,1837,1837,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Zgony,1839,1874,szamotulski,Parafia katolicka
Wilczyna,Parafia katolicka,Inne,1808,1809,szamotulski,Parafia katolicka
Wilkowo Polskie,Parafia ewangelicka,Śluby,1839,1839,grodziski,Parafia ewangelicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1812,1814,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1818,1832,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1834,1846,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1848,1851,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1853,1858,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Chrzty,1861,1865,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1696,1792,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1794,1799,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1818,1846,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1848,1851,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1853,1858,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1861,1865,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Śluby,1891,1892,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Zgony,1818,1846,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Zgony,1848,1851,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Zgony,1853,1858,grodziski,Parafia katolicka
Wilkowo Polskie,Parafia katolicka,Zgony,1861,1865,grodziski,Parafia katolicka
Wilkowo Polskie,Urząd Stanu Cywilnego,Chrzty,1886,1913,grodziski,Urząd Stanu Cywilnego
Wilkowo Polskie,Urząd Stanu Cywilnego,Śluby,1886,1890,grodziski,Urząd Stanu Cywilnego
Wilkowo Polskie,Urząd Stanu Cywilnego,Śluby,1893,1913,grodziski,Urząd Stanu Cywilnego
Wilkowo Polskie,Urząd Stanu Cywilnego,Zgony,1886,1913,grodziski,Urząd Stanu Cywilnego
Wilkowyja,Parafia katolicka,Chrzty,1818,1829,jarociński,Parafia katolicka
Wilkowyja,Parafia katolicka,Śluby,1818,1818,jarociński,Parafia katolicka
Wilkowyja,Parafia katolicka,Śluby,1820,1829,jarociński,Parafia katolicka
Wilkowyja,Parafia katolicka,Zgony,1818,1829,jarociński,Parafia katolicka
Wilkowyja,Parafia katolicka,Inne,1818,1818,jarociński,Parafia katolicka
Wilkowyja,Parafia katolicka,Inne,1821,1821,jarociński,Parafia katolicka
Winnagóra,Parafia katolicka,Chrzty,1818,1874,średzki,Parafia katolicka
Winnagóra,Parafia katolicka,Śluby,1818,1874,średzki,Parafia katolicka
Winnagóra,Parafia katolicka,Zgony,1818,1874,średzki,Parafia katolicka
Winnagóra,Urząd Stanu Cywilnego,Chrzty,1874,1874,średzki,Urząd Stanu Cywilnego
Winnagóra,Urząd Stanu Cywilnego,Inne,1864,1864,średzki,Urząd Stanu Cywilnego
Wioska,Parafia katolicka,Śluby,1882,1882,wolsztyński,Parafia katolicka
Wioska,Parafia katolicka,Zgony,1890,1890,wolsztyński,Parafia katolicka
Wioska,Parafia katolicka,Zgony,1906,1906,wolsztyński,Parafia katolicka
Wioska,Urząd Stanu Cywilnego,Chrzty,1874,1900,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Chrzty,1902,1902,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Chrzty,1904,1904,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Chrzty,1906,1913,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Śluby,1874,1913,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Zgony,1874,1900,wolsztyński,Urząd Stanu Cywilnego
Wioska,Urząd Stanu Cywilnego,Zgony,1902,1913,wolsztyński,Urząd Stanu Cywilnego
Wiry,Parafia katolicka,Chrzty,1669,1673,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1676,1690,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1692,1709,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1715,1719,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1722,1736,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1765,1765,poznański,Parafia katolicka
Wiry,Parafia katolicka,Chrzty,1777,1874,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1669,1670,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1672,1673,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1677,1677,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1679,1689,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1694,1699,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1701,1701,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1703,1706,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1708,1708,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1715,1719,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1725,1735,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1764,1800,poznański,Parafia katolicka
Wiry,Parafia katolicka,Śluby,1817,1829,poznański,Parafia katolicka
Wiry,Parafia katolicka,Zgony,1714,1714,poznański,Parafia katolicka
Wiry,Parafia katolicka,Zgony,1716,1719,poznański,Parafia katolicka
Wiry,Parafia katolicka,Zgony,1725,1735,poznański,Parafia katolicka
Wiry,Parafia katolicka,Zgony,1759,1776,poznański,Parafia katolicka
Wiry,Parafia katolicka,Zgony,1795,1874,poznański,Parafia katolicka
Wiry,Urząd Stanu Cywilnego,Chrzty,1874,1913,poznański,Urząd Stanu Cywilnego
Wiry,Urząd Stanu Cywilnego,Śluby,1874,1913,poznański,Urząd Stanu Cywilnego
Wiry,Urząd Stanu Cywilnego,Zgony,1874,1875,poznański,Urząd Stanu Cywilnego
Wiry,Urząd Stanu Cywilnego,Zgony,1879,1913,poznański,Urząd Stanu Cywilnego
Witaszyce,Parafia ewangelicka,Śluby,1817,1817,jarociński,Parafia ewangelicka
Witaszyce,Parafia katolicka,Chrzty,1817,1830,jarociński,Parafia katolicka
Witaszyce,Parafia katolicka,Śluby,1818,1830,jarociński,Parafia katolicka
Witaszyce,Parafia katolicka,Zgony,1817,1830,jarociński,Parafia katolicka
Witkowo,Parafia ewangelicka,Śluby,1817,1819,gnieźnieński,Parafia ewangelicka
Witkowo,Parafia katolicka,Chrzty,1604,1607,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1609,1609,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1611,1617,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1620,1654,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1668,1771,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1817,1817,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1819,1834,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1837,1837,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1856,1859,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Chrzty,1861,1865,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1600,1608,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1623,1629,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1631,1653,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1672,1684,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1686,1692,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1694,1720,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1730,1779,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1795,1812,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1817,1817,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1819,1834,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1837,1837,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1856,1859,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Śluby,1861,1865,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1710,1779,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1795,1817,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1819,1834,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1837,1837,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1856,1859,gnieźnieński,Parafia katolicka
Witkowo,Parafia katolicka,Zgony,1861,1865,gnieźnieński,Parafia katolicka
Witkowo,Urząd Stanu Cywilnego,Chrzty,1878,1913,gnieźnieński,Urząd Stanu Cywilnego
Witkowo,Urząd Stanu Cywilnego,Śluby,1878,1913,gnieźnieński,Urząd Stanu Cywilnego
Witkowo,Urząd Stanu Cywilnego,Zgony,1878,1913,gnieźnieński,Urząd Stanu Cywilnego
Władysławów,Parafia ewangelicka,Chrzty,1795,1797,turecki,Parafia ewangelicka
Włoszakowice,Parafia katolicka,Chrzty,1795,1824,leszczyński,Parafia katolicka
Włoszakowice,Parafia katolicka,Śluby,1795,1824,leszczyński,Parafia katolicka
Włoszakowice,Parafia katolicka,Śluby,1908,1909,leszczyński,Parafia katolicka
Włoszakowice,Parafia katolicka,Zgony,1795,1824,leszczyński,Parafia katolicka
Włoszakowice,Parafia katolicka,Zgony,1876,1876,leszczyński,Parafia katolicka
Włoszakowice,Urząd Stanu Cywilnego,Chrzty,1874,1911,leszczyński,Urząd Stanu Cywilnego
Włoszakowice,Urząd Stanu Cywilnego,Śluby,1874,1911,leszczyński,Urząd Stanu Cywilnego
Włoszakowice,Urząd Stanu Cywilnego,Śluby,1920,1922,leszczyński,Urząd Stanu Cywilnego
Włoszakowice,Urząd Stanu Cywilnego,Zgony,1874,1911,leszczyński,Urząd Stanu Cywilnego
Włoszakowice,Urząd Stanu Cywilnego,Zgony,1920,1920,leszczyński,Urząd Stanu Cywilnego
Włoszakowice,Urząd Stanu Cywilnego,Inne,1891,1893,leszczyński,Urząd Stanu Cywilnego
Włościejewki,Parafia katolicka,Zgony,1854,1874,śremski,Parafia katolicka
Włóki,Parafia ewangelicka,Śluby,1818,1818,bydgoski,Parafia ewangelicka
Włóki,Parafia ewangelicka,Zgony,1822,1822,bydgoski,Parafia ewangelicka
Włóki,Parafia katolicka,Chrzty,1818,1851,bydgoski,Parafia katolicka
Włóki,Parafia katolicka,Śluby,1819,1851,bydgoski,Parafia katolicka
Włóki,Parafia katolicka,Zgony,1818,1821,bydgoski,Parafia katolicka
Włóki,Parafia katolicka,Zgony,1823,1851,bydgoski,Parafia katolicka
Włóki,Parafia katolicka,Inne,1818,1820,bydgoski,Parafia katolicka
Włóki,Parafia katolicka,Inne,1822,1826,bydgoski,Parafia katolicka
Wolsztyn,Parafia ewangelicka,Chrzty,1809,1810,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Chrzty,1818,1831,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Chrzty,1833,1833,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Chrzty,1835,1836,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Chrzty,1848,1852,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Chrzty,1854,1854,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Śluby,1818,1854,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Śluby,1874,1874,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Zgony,1818,1854,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Inne,1818,1818,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia ewangelicka,Inne,1820,1821,wolsztyński,Parafia ewangelicka
Wolsztyn,Parafia katolicka,Chrzty,1709,1829,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Chrzty,1832,1832,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Chrzty,1834,1847,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Chrzty,1849,1849,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Chrzty,1851,1854,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1700,1708,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1713,1720,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1722,1746,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1749,1829,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1832,1832,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1834,1847,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1849,1849,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1851,1854,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Śluby,1900,1906,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1708,1708,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1712,1745,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1749,1829,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1832,1832,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1834,1847,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1849,1849,wolsztyński,Parafia katolicka
Wolsztyn,Parafia katolicka,Zgony,1851,1854,wolsztyński,Parafia katolicka
Wolsztyn,Urząd Stanu Cywilnego,Chrzty,1891,1895,wolsztyński,Urząd Stanu Cywilnego
Wolsztyn,Urząd Stanu Cywilnego,Chrzty,1899,1914,wolsztyński,Urząd Stanu Cywilnego
Wolsztyn,Urząd Stanu Cywilnego,Śluby,1889,1912,wolsztyński,Urząd Stanu Cywilnego
Wolsztyn,Urząd Stanu Cywilnego,Zgony,1891,1914,wolsztyński,Urząd Stanu Cywilnego
Wonieść,Parafia ewangelicka,Chrzty,1829,1829,kościański,Parafia ewangelicka
Wonieść,Parafia ewangelicka,Chrzty,1853,1853,kościański,Parafia ewangelicka
Wonieść,Parafia ewangelicka,Śluby,1818,1818,kościański,Parafia ewangelicka
Wonieść,Parafia ewangelicka,Śluby,1853,1853,kościański,Parafia ewangelicka
Wonieść,Parafia ewangelicka,Zgony,1812,1812,kościański,Parafia ewangelicka
Wonieść,Parafia ewangelicka,Inne,1809,1809,kościański,Parafia ewangelicka
Wonieść,Parafia katolicka,Chrzty,1808,1819,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1822,1829,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1833,1833,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1835,1835,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1841,1842,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1844,1847,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1849,1854,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1857,1861,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Chrzty,1863,1866,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1808,1811,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1813,1818,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1822,1829,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1833,1833,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1835,1835,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1842,1842,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1844,1847,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1849,1854,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1857,1861,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Śluby,1863,1866,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1808,1818,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1822,1829,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1833,1833,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1835,1835,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1841,1842,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1844,1847,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1849,1854,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1857,1861,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Zgony,1863,1866,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Inne,1808,1814,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Inne,1847,1847,kościański,Parafia katolicka
Wonieść,Parafia katolicka,Inne,1853,1853,kościański,Parafia katolicka
Wonieść,Urząd Stanu Cywilnego,Inne,1813,1813,kościański,Urząd Stanu Cywilnego
Wonieść,Urząd Stanu Cywilnego,Inne,1815,1815,kościański,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Chrzty,1878,1884,słupecki,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Śluby,1878,1900,słupecki,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Śluby,1902,1909,słupecki,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Zgony,1878,1885,słupecki,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Zgony,1897,1901,słupecki,Urząd Stanu Cywilnego
Wólka,Urząd Stanu Cywilnego,Zgony,1904,1913,słupecki,Urząd Stanu Cywilnego
Wrocław,Urząd Stanu Cywilnego,Chrzty,1891,1892,Wrocław,Urząd Stanu Cywilnego
Wrocław,Urząd Stanu Cywilnego,Inne,1892,1892,Wrocław,Urząd Stanu Cywilnego
Wrocław,Urząd Stanu Cywilnego,Inne,1937,1939,Wrocław,Urząd Stanu Cywilnego
Wrocław,Urząd Stanu Cywilnego,Inne,1941,1941,Wrocław,Urząd Stanu Cywilnego
Wrocław,Urząd Stanu Cywilnego,Inne,1943,1943,Wrocław,Urząd Stanu Cywilnego
Wronczyn,Parafia katolicka,Chrzty,1820,1829,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Chrzty,1837,1843,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Chrzty,1857,1859,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Śluby,1820,1829,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Śluby,1857,1858,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Zgony,1820,1829,poznański,Parafia katolicka
Wronczyn,Parafia katolicka,Zgony,1857,1858,poznański,Parafia katolicka
Wronki,Parafia ewangelicka,Chrzty,1821,1823,szamotulski,Parafia ewangelicka
Wronki,Parafia ewangelicka,Śluby,1821,1823,szamotulski,Parafia ewangelicka
Wronki,Parafia ewangelicka,Zgony,1821,1823,szamotulski,Parafia ewangelicka
Wronki,Parafia ewangelicka,Inne,1822,1823,szamotulski,Parafia ewangelicka
Wronki,Parafia katolicka,Chrzty,1854,1854,szamotulski,Parafia katolicka
