Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do,voivodeship,parish_id
Kotłów,Kotłów,Chrzty,1704,1744,wielkopolskie,15384
Kowale Pańskie,Kowale Pańskie,Chrzty,1808,1876,wielkopolskie,1956
Kowale Pańskie,Kowale Pańskie,Śluby,1809,1876,wielkopolskie,1955
Kowale Pańskie,Kowale Pańskie,Zgony,1810,1876,wielkopolskie,1984
Kowalewo-Opactwo,Kowalewo-Opactwo,Chrzty,1809,1865,wielkopolskie,2413
Kowalewo-Opactwo,Kowalewo-Opactwo,Śluby,1809,1865,wielkopolskie,2286
Kowalewo-Opactwo,Kowalewo-Opactwo,Zgony,1809,1865,wielkopolskie,2324
Kozielsko,Kozielsko,Śluby,1781,1799,wielkopolskie,6077
Kozielsko,Kozielsko,Zgony,1781,1862,wielkopolskie,6698
Koźmin Wielkopolski,Koźmin Wielkopolski,Chrzty,1826,1893,wielkopolskie,3147
Koźmin Wielkopolski,Koźmin Wielkopolski,Śluby,1642,1859,wielkopolskie,11937
Koźminek,Koźminek,Chrzty,1916,1918,wielkopolskie,16516
Koźminek,Koźminek,Śluby,1916,1918,wielkopolskie,16517
Koźminek,Koźminek,Zgony,1916,1918,wielkopolskie,16518
Kórnik,Kórnik,Chrzty,1769,1839,wielkopolskie,9728
Kórnik,Kórnik,Śluby,1769,1871,wielkopolskie,9729
Kórnik,Kórnik,Zgony,1769,1868,wielkopolskie,9730
Kramsk,Kramsk,Chrzty,1808,1914,wielkopolskie,6203
Kramsk,Kramsk,Śluby,1771,1914,wielkopolskie,1351
Kramsk,Kramsk,Zgony,1808,1914,wielkopolskie,6266
Kraszewice,Kraszewice,Chrzty,1809,1900,wielkopolskie,1953
Kraszewice,Kraszewice,Śluby,1809,1900,wielkopolskie,1343
Kraszewice,Kraszewice,Zgony,1809,1900,wielkopolskie,1954
Krerowo,Krerowo,Śluby,1766,1799,wielkopolskie,10781
Kretków,Kretków,Zgony,1853,1857,wielkopolskie,1772
Krobia,Krobia,Chrzty,1837,1915,wielkopolskie,54
Krobia,Krobia,Zgony,1832,1850,wielkopolskie,55
Krobia USC,Krobia USC,Śluby,1885,1885,wielkopolskie,15195
Krotoszyn,Krotoszyn,Chrzty,1732,1843,wielkopolskie,7764
Krotoszyn,Krotoszyn,Śluby,1637,1820,wielkopolskie,7853
Krotoszyn,Krotoszyn,Zgony,1761,1928,wielkopolskie,7996
Krotoszyn USC obwód miejski,Krotoszyn USC obwód miejski,Chrzty,1892,1900,wielkopolskie,15196
Krotoszyn USC obwód miejski,Krotoszyn USC obwód miejski,Śluby,1893,1898,wielkopolskie,15197
Krotoszyn USC obwód miejski,Krotoszyn USC obwód miejski,Zgony,1892,1898,wielkopolskie,15198
Królików,Królików,Chrzty,1822,1884,wielkopolskie,3017
Królików,Królików,Śluby,1822,1884,wielkopolskie,2894
Królików,Królików,Zgony,1822,1884,wielkopolskie,3077
Krzycko Małe,Krzycko Małe,Chrzty,1828,1835,wielkopolskie,17137
Krzycko Małe,Krzycko Małe,Śluby,1828,1835,wielkopolskie,17138
Krzycko Małe,Krzycko Małe,Zgony,1828,1835,wielkopolskie,17139
Krzymów,Krzymów,Chrzty,1808,1867,wielkopolskie,12499
Krzymów,Krzymów,Śluby,1808,1867,wielkopolskie,12500
Krzymów,Krzymów,Zgony,1808,1867,wielkopolskie,12501
Krzywiń,Krzywiń,Chrzty,1808,1874,wielkopolskie,16828
Krzywiń,Krzywiń,Śluby,1808,1874,wielkopolskie,16829
Krzywiń,Krzywiń,Zgony,1808,1874,wielkopolskie,16830
Krzywiń USC,Krzywiń USC,Chrzty,1874,1914,wielkopolskie,16831
Krzywiń USC,Krzywiń USC,Śluby,1874,1914,wielkopolskie,15199
Krzywiń USC,Krzywiń USC,Zgony,1874,1914,wielkopolskie,16832
Krzyżanowo USC,Krzyżanowo USC,Chrzty,1897,1899,wielkopolskie,17009
Krzyżanowo USC,Krzyżanowo USC,Śluby,1897,1898,wielkopolskie,17010
Krzyżanowo USC,Krzyżanowo USC,Zgony,1897,1898,wielkopolskie,17011
Kunowo,Kunowo,Chrzty,1817,1864,wielkopolskie,16926
Kunowo,Kunowo,Śluby,1817,1864,wielkopolskie,16927
Kunowo,Kunowo,Zgony,1817,1864,wielkopolskie,16928
Kuślin USC,Kuślin USC,Chrzty,1889,1913,wielkopolskie,15897
Kuślin USC,Kuślin USC,Śluby,1912,1913,wielkopolskie,15898
Kuślin USC,Kuślin USC,Zgony,1909,1913,wielkopolskie,15899
Kuźnica Zbąska USC,Kuźnica Zbąska USC,Śluby,1874,1874,wielkopolskie,17012
Kuźnica Zbąska USC,Kuźnica Zbąska USC,Zgony,1874,1874,wielkopolskie,17013
Ląd,Ląd,Zgony,1947,1974,wielkopolskie,10582
Lechlin,Lechlin,Śluby,1824,1860,wielkopolskie,6646
Leszno USC,Leszno USC,Chrzty,1874,1915,wielkopolskie,15200
Licheń (Stary Licheń),Licheń (Stary Licheń),Chrzty,1815,1865,wielkopolskie,2209
Licheń (Stary Licheń),Licheń (Stary Licheń),Śluby,1811,1884,wielkopolskie,1803
Licheń (Stary Licheń),Licheń (Stary Licheń),Zgony,1812,1865,wielkopolskie,2114
Lipe,Lipe,Chrzty,1826,1867,wielkopolskie,2248
Lipe,Lipe,Śluby,1826,1867,wielkopolskie,2249
Lipe,Lipe,Zgony,1826,1867,wielkopolskie,2250
Lisków,Lisków,Chrzty,1729,1835,wielkopolskie,1559
Lisków,Lisków,Śluby,1728,1834,wielkopolskie,1573
Lisków,Lisków,Zgony,1728,1835,wielkopolskie,1560
Liszkowo USC (pow. pilski),Liszkowo USC (pow. pilski),Śluby,1900,1920,wielkopolskie,10913
Lubiń,Lubiń,Chrzty,1808,1874,wielkopolskie,14951
Lubiń,Lubiń,Śluby,1808,1874,wielkopolskie,14952
Lubiń,Lubiń,Zgony,1808,1874,wielkopolskie,14953
Lubiń USC,Lubiń USC,Chrzty,1874,1914,wielkopolskie,15201
Lubiń USC,Lubiń USC,Śluby,1874,1914,wielkopolskie,15202
Lubiń USC,Lubiń USC,Zgony,1874,1914,wielkopolskie,15203
Lubotyń,Lubotyń,Chrzty,1810,1872,wielkopolskie,1775
Lubotyń,Lubotyń,Śluby,1797,1872,wielkopolskie,1530
Lubotyń,Lubotyń,Zgony,1810,1872,wielkopolskie,1776
Lubstów,Lubstów,Chrzty,1808,1922,wielkopolskie,14448
Lubstów,Lubstów,Śluby,1808,1922,wielkopolskie,14450
Lubstów,Lubstów,Zgony,1808,1940,wielkopolskie,14471
Lubstówek,Lubstówek,Chrzty,1819,1866,wielkopolskie,2153
Lubstówek,Lubstówek,Śluby,1819,1866,wielkopolskie,2154
Lubstówek,Lubstówek,Zgony,1819,1866,wielkopolskie,2155
Ludomy,Ludomy,Chrzty,1861,1874,wielkopolskie,12422
Lusowo,Lusowo,Chrzty,1732,1816,wielkopolskie,12469
Lusowo,Lusowo,Śluby,1732,1816,wielkopolskie,12470
Lusowo,Lusowo,Zgony,1732,1810,wielkopolskie,12471
Lutogniew,Lutogniew,Chrzty,1777,1803,wielkopolskie,11518
Lutogniew,Lutogniew,Śluby,1795,1813,wielkopolskie,11388
Lwówek,Lwówek,Chrzty,1636,1819,wielkopolskie,12021
Lwówek,Lwówek,Śluby,1692,1806,wielkopolskie,12022
Lwówek USC obwód miejski,Lwówek USC obwód miejski,Chrzty,1874,1877,wielkopolskie,12696
Lwówek USC obwód miejski,Lwówek USC obwód miejski,Zgony,1874,1877,wielkopolskie,12698
Lwówek USC obwód wiejski,Lwówek USC obwód wiejski,Chrzty,1874,1875,wielkopolskie,16604
Lwówek USC obwód wiejski,Lwówek USC obwód wiejski,Śluby,1874,1876,wielkopolskie,16605
Lwówek USC obwód wiejski,Lwówek USC obwód wiejski,Zgony,1874,1874,wielkopolskie,16675
Łaszczyn,Łaszczyn,Chrzty,1645,1874,wielkopolskie,15382
Łaszczyn,Łaszczyn,Śluby,1659,1874,wielkopolskie,15620
Łaszczyn,Łaszczyn,Zgony,1670,1874,wielkopolskie,15383
Łekno,Łekno,Śluby,1722,1766,wielkopolskie,6131
Łęgowo,Łęgowo,Chrzty,1696,1787,wielkopolskie,8925
Łęgowo,Łęgowo,Śluby,1742,1799,wielkopolskie,8926
Łęki Wielkie,Łęki Wielkie,Chrzty,1810,1904,wielkopolskie,2991
Łęki Wielkie,Łęki Wielkie,Śluby,1810,1915,wielkopolskie,3088
Łęki Wielkie,Łęki Wielkie,Zgony,1810,1936,wielkopolskie,3075
Łobżenica,Łobżenica,Śluby,1900,1941,wielkopolskie,9427
Łopienno,Łopienno,Chrzty,1748,1753,wielkopolskie,9189
Łowyń USC,Łowyń USC,Chrzty,1874,1909,wielkopolskie,12966
Łowyń USC,Łowyń USC,Śluby,1874,1910,wielkopolskie,12662
Łowyń USC,Łowyń USC,Zgony,1874,1910,wielkopolskie,12344
Łódź (pow. poznański),Łódź (pow. poznański),Chrzty,1773,1816,wielkopolskie,14415
Łódź (pow. poznański),Łódź (pow. poznański),Śluby,1773,1800,wielkopolskie,14416
Łódź (pow. poznański),Łódź (pow. poznański),Zgony,1773,1816,wielkopolskie,14417
Malanów,Malanów,Śluby,1808,1858,wielkopolskie,1318
Maniewo,Maniewo,Chrzty,1749,1866,wielkopolskie,14362
Maniewo,Maniewo,Śluby,1748,1800,wielkopolskie,16220
Maniewo,Maniewo,Zgony,1746,1818,wielkopolskie,16221
Marzenin,Marzenin,Chrzty,1856,1925,wielkopolskie,11484
Marzenin,Marzenin,Śluby,1900,1945,wielkopolskie,13671
Maślaki (ewang.-augsb.),Maślaki (ewang.-augsb.),Chrzty,1851,1859,wielkopolskie,2099
Maślaki (ewang.-augsb.),Maślaki (ewang.-augsb.),Śluby,1851,1859,wielkopolskie,2100
Maślaki (ewang.-augsb.),Maślaki (ewang.-augsb.),Zgony,1851,1859,wielkopolskie,2101
Mączniki,Mączniki,Chrzty,1900,1910,wielkopolskie,10062
Mączniki,Mączniki,Śluby,1818,1909,wielkopolskie,432
Mączniki,Mączniki,Zgony,1794,1909,wielkopolskie,10061
Mądre,Mądre,Chrzty,1738,1911,wielkopolskie,10082
Mądre,Mądre,Śluby,1706,1873,wielkopolskie,1352
Mądre,Mądre,Zgony,1744,1818,wielkopolskie,10083
Mąkolno,Mąkolno,Chrzty,1695,1877,wielkopolskie,1574
Mąkolno,Mąkolno,Śluby,1696,1877,wielkopolskie,1575
Mąkolno,Mąkolno,Zgony,1715,1877,wielkopolskie,1576
Mąkoszyn (pow. koniński),Mąkoszyn (pow. koniński),Chrzty,1794,1921,wielkopolskie,616
Mąkoszyn (pow. koniński),Mąkoszyn (pow. koniński),Śluby,1796,1921,wielkopolskie,618
Mąkoszyn (pow. koniński),Mąkoszyn (pow. koniński),Zgony,1794,1921,wielkopolskie,617
Mchy USC,Mchy USC,Chrzty,1877,1878,wielkopolskie,16929
Mchy USC,Mchy USC,Śluby,1878,1878,wielkopolskie,16930
Mchy USC,Mchy USC,Zgony,1875,1878,wielkopolskie,16931
Michorzewo,Michorzewo,Chrzty,1727,1817,wielkopolskie,12431
Michorzewo,Michorzewo,Śluby,1727,1817,wielkopolskie,12432
Michorzewo,Michorzewo,Zgony,1736,1817,wielkopolskie,12433
Miejska Górka USC,Miejska Górka USC,Chrzty,1877,1890,wielkopolskie,15204
Miejska Górka USC,Miejska Górka USC,Śluby,1876,1889,wielkopolskie,15205
Miejska Górka USC,Miejska Górka USC,Zgony,1874,1889,wielkopolskie,15206
Mielżyn,Mielżyn,Śluby,1900,1945,wielkopolskie,10102
Mieszków USC,Mieszków USC,Chrzty,1882,1884,wielkopolskie,3198
Mieścisko,Mieścisko,Chrzty,1816,1865,wielkopolskie,12502
Mieścisko,Mieścisko,Śluby,1815,1865,wielkopolskie,12503
Mieścisko,Mieścisko,Zgony,1816,1865,wielkopolskie,12504
Międzychód USC,Międzychód USC,Chrzty,1876,1910,wielkopolskie,16932
Międzychód USC,Międzychód USC,Śluby,1876,1909,wielkopolskie,16933
Międzychód USC,Międzychód USC,Zgony,1876,1910,wielkopolskie,16934
Mikstat,Mikstat,Śluby,1818,1854,wielkopolskie,1353
Miłkowice,Miłkowice,Chrzty,1808,1837,wielkopolskie,2207
Miłkowice,Miłkowice,Śluby,1808,1837,wielkopolskie,2064
Miłkowice,Miłkowice,Zgony,1808,1837,wielkopolskie,2208
Miłosław,Miłosław,Chrzty,1816,1832,wielkopolskie,7505
Miłosław,Miłosław,Śluby,1794,1820,wielkopolskie,7242
Miłosław,Miłosław,Zgony,1864,1873,wielkopolskie,7487
Młodasko USC,Młodasko USC,Chrzty,1874,1880,wielkopolskie,12699
Młodasko USC,Młodasko USC,Zgony,1874,1880,wielkopolskie,12701
Młodojewo,Młodojewo,Chrzty,1880,1914,wielkopolskie,17062
Młodojewo,Młodojewo,Śluby,1880,1946,wielkopolskie,11905
Młodojewo,Młodojewo,Zgony,1880,1914,wielkopolskie,17063
Modrze,Modrze,Chrzty,1728,1874,wielkopolskie,8041
Modrze,Modrze,Śluby,1726,1874,wielkopolskie,8146
Modrze,Modrze,Zgony,1726,1874,wielkopolskie,8043
Modrze USC,Modrze USC,Śluby,1878,1879,wielkopolskie,16935
Mokronos (pow. krotoszyński),Mokronos (pow. krotoszyński),Chrzty,1647,1891,wielkopolskie,13059
Mokronos (pow. krotoszyński),Mokronos (pow. krotoszyński),Śluby,1753,1886,wielkopolskie,12435
Mokronos (pow. krotoszyński),Mokronos (pow. krotoszyński),Zgony,1753,1883,wielkopolskie,13818
Morzysław,Morzysław,Chrzty,1797,1817,wielkopolskie,7692
Mosina,Mosina,Chrzty,1632,1874,wielkopolskie,14255
Mosina,Mosina,Śluby,1639,1800,wielkopolskie,14256
Mosina,Mosina,Zgony,1667,1874,wielkopolskie,14257
Murowana Goślina,Murowana Goślina,Chrzty,1603,1874,wielkopolskie,15115
Murowana Goślina,Murowana Goślina,Śluby,1711,1920,wielkopolskie,14660
Murowana Goślina,Murowana Goślina,Zgony,1720,1874,wielkopolskie,15373
Murzynowo Kościelne,Murzynowo Kościelne,Chrzty,1875,1917,wielkopolskie,10920
Murzynowo Kościelne,Murzynowo Kościelne,Śluby,1813,1917,wielkopolskie,1354
Murzynowo Kościelne,Murzynowo Kościelne,Zgony,1864,1941,wielkopolskie,10921
Nekla,Nekla,Chrzty,1682,1925,wielkopolskie,10737
Nekla,Nekla,Śluby,1722,1945,wielkopolskie,10738
Nekla,Nekla,Zgony,1722,1922,wielkopolskie,10739
Niechanowo,Niechanowo,Śluby,1795,1885,wielkopolskie,146
Niechanowo,Niechanowo,Zgony,1795,1799,wielkopolskie,15862
Niepart,Niepart,Chrzty,1900,1913,wielkopolskie,156
Niepart,Niepart,Śluby,1890,1911,wielkopolskie,131
Niepart,Niepart,Zgony,1900,1949,wielkopolskie,385
Niepruszewo,Niepruszewo,Chrzty,1794,1817,wielkopolskie,12037
Niepruszewo,Niepruszewo,Śluby,1794,1897,wielkopolskie,12038
Niepruszewo,Niepruszewo,Zgony,1794,1896,wielkopolskie,12039
Nietrzanowo,Nietrzanowo,Chrzty,1766,1847,wielkopolskie,7202
Nietrzanowo,Nietrzanowo,Śluby,1768,1846,wielkopolskie,7163
Nietrzanowo,Nietrzanowo,Zgony,1767,1847,wielkopolskie,7175
Nochowo USC,Nochowo USC,Chrzty,1878,1878,wielkopolskie,17014
Nochowo USC,Nochowo USC,Zgony,1878,1878,wielkopolskie,17015
Nowa Wieś Królewska,Nowa Wieś Królewska,Chrzty,1900,1926,wielkopolskie,13126
Nowa Wieś Królewska,Nowa Wieś Królewska,Śluby,1900,1945,wielkopolskie,10088
Nowe Miasto nad Wartą,Nowe Miasto nad Wartą,Chrzty,1797,1850,wielkopolskie,7488
Nowe Miasto nad Wartą,Nowe Miasto nad Wartą,Śluby,1797,1876,wielkopolskie,7243
Nowe Miasto nad Wartą,Nowe Miasto nad Wartą,Zgony,1797,1876,wielkopolskie,7789
Objezierze,Objezierze,Chrzty,1825,1830,wielkopolskie,15002
Obrzycko,Obrzycko,Chrzty,1730,1860,wielkopolskie,12505
Obrzycko,Obrzycko,Śluby,1731,1860,wielkopolskie,12506
Obrzycko,Obrzycko,Zgony,1730,1860,wielkopolskie,12507
Obrzycko USC,Obrzycko USC,Chrzty,1874,1892,wielkopolskie,12702
Obrzycko USC,Obrzycko USC,Śluby,1933,1936,wielkopolskie,12703
Obrzycko USC,Obrzycko USC,Zgony,1874,1936,wielkopolskie,12704
Ociąż,Ociąż,Chrzty,1795,1886,wielkopolskie,15283
Ociąż,Ociąż,Śluby,1795,1886,wielkopolskie,15287
Ociąż,Ociąż,Zgony,1795,1886,wielkopolskie,15288
Olszowa,Olszowa,Chrzty,1818,1855,wielkopolskie,6500
Olszowa,Olszowa,Śluby,1818,1855,wielkopolskie,6501
Olszowa,Olszowa,Zgony,1818,1855,wielkopolskie,6502
Ołobok (pow. ostrowski),Ołobok (pow. ostrowski),Chrzty,1791,1813,wielkopolskie,14948
Ołobok (pow. ostrowski),Ołobok (pow. ostrowski),Śluby,1791,1812,wielkopolskie,14949
Ołobok (pow. ostrowski),Ołobok (pow. ostrowski),Zgony,1791,1829,wielkopolskie,14950
Opalenica,Opalenica,Chrzty,1715,1817,wielkopolskie,12403
Opalenica,Opalenica,Śluby,1725,1811,wielkopolskie,12404
Opalenica,Opalenica,Zgony,1727,1811,wielkopolskie,12405
Opalenica USC,Opalenica USC,Chrzty,1879,1911,wielkopolskie,15297
Opalenica USC,Opalenica USC,Śluby,1900,1911,wielkopolskie,15298
Opalenica USC,Opalenica USC,Zgony,1878,1911,wielkopolskie,15299
Opatówek,Opatówek,Chrzty,1714,1781,wielkopolskie,9255
Opatówek,Opatówek,Śluby,1713,1817,wielkopolskie,8892
Opatówek,Opatówek,Zgony,1714,1781,wielkopolskie,10673
Opatówko,Opatówko,Chrzty,1869,1925,wielkopolskie,11107
Opatówko,Opatówko,Śluby,1818,1945,wielkopolskie,1355
Opatówko,Opatówko,Zgony,1881,1964,wielkopolskie,14489
Orchowo,Orchowo,Chrzty,1892,1900,wielkopolskie,10055
Orchowo,Orchowo,Śluby,1750,1777,wielkopolskie,10056
Orchowo,Orchowo,Zgony,1934,1949,wielkopolskie,5771
Orzechowo,Orzechowo,Śluby,1929,1945,wielkopolskie,10100
Osieczna USC,Osieczna USC,Chrzty,1874,1911,wielkopolskie,16936
Osieczna USC,Osieczna USC,Śluby,1874,1914,wielkopolskie,15207
Osieczna USC,Osieczna USC,Zgony,1874,1911,wielkopolskie,16937
Osiek nad Notecią USC,Osiek nad Notecią USC,Śluby,1900,1906,wielkopolskie,11494
Osiek Wielki,Osiek Wielki,Chrzty,1765,1820,wielkopolskie,5135
Ostroróg,Ostroróg,Chrzty,1744,1822,wielkopolskie,7980
Ostroróg,Ostroróg,Śluby,1753,1800,wielkopolskie,7910
Ostroróg,Ostroróg,Zgony,1753,1846,wielkopolskie,7979
Ostrowąż,Ostrowąż,Chrzty,1818,1865,wielkopolskie,12508
Ostrowąż,Ostrowąż,Śluby,1808,1865,wielkopolskie,12509
Ostrowąż,Ostrowąż,Zgony,1808,1865,wielkopolskie,12510
Ostrowite,Ostrowite,Chrzty,1822,1825,wielkopolskie,17064
Ostrowite,Ostrowite,Śluby,1822,1825,wielkopolskie,17065
Ostrowite,Ostrowite,Zgony,1822,1825,wielkopolskie,17066
Ostrowite Prymasowskie,Ostrowite Prymasowskie,Śluby,1935,1935,wielkopolskie,11935
Ostrowo Kościelne,Ostrowo Kościelne,Śluby,1886,1923,wielkopolskie,10103
Ostrów Wielkopolski,Ostrów Wielkopolski,Chrzty,1741,1877,wielkopolskie,14222
Ostrów Wielkopolski,Ostrów Wielkopolski,Śluby,1755,1839,wielkopolskie,26
Ostrów Wielkopolski,Ostrów Wielkopolski,Zgony,1756,1872,wielkopolskie,14223
Ostrów Wielkopolski USC obwód miejski,Ostrów Wielkopolski USC obwód miejski,Zgony,1920,1935,wielkopolskie,16985
Ostrzeszów,Ostrzeszów,Chrzty,1798,1805,wielkopolskie,14790
Otorowo,Otorowo,Chrzty,1736,1860,wielkopolskie,12065
Otorowo,Otorowo,Śluby,1743,1860,wielkopolskie,12066
Otorowo,Otorowo,Zgony,1743,1860,wielkopolskie,12067
Owińska,Owińska,Chrzty,1743,1914,wielkopolskie,11337
Owińska,Owińska,Śluby,1743,1878,wielkopolskie,145
Owińska,Owińska,Zgony,1743,1874,wielkopolskie,11338
Panienka,Panienka,Chrzty,1760,1770,wielkopolskie,15387
Panienka,Panienka,Śluby,1760,1770,wielkopolskie,15393
Panienka,Panienka,Zgony,1760,1770,wielkopolskie,15394
Panigródz,Panigródz,Chrzty,1657,1905,wielkopolskie,11978
Panigródz,Panigródz,Śluby,1716,1799,wielkopolskie,6068
Panigródz,Panigródz,Zgony,1716,1744,wielkopolskie,15790
Parkowo,Parkowo,Chrzty,1695,1816,wielkopolskie,15825
Parkowo,Parkowo,Śluby,1695,1791,wielkopolskie,15826
Parkowo,Parkowo,Zgony,1695,1822,wielkopolskie,15827
Pępowo,Pępowo,Chrzty,1817,1912,wielkopolskie,175
Pępowo,Pępowo,Śluby,1900,1921,wielkopolskie,14961
Pępowo,Pępowo,Zgony,1830,1876,wielkopolskie,334
Piątek Wielki,Piątek Wielki,Chrzty,1872,1893,wielkopolskie,706
Piątek Wielki,Piątek Wielki,Śluby,1872,1893,wielkopolskie,708
Piątek Wielki,Piątek Wielki,Zgony,1872,1893,wielkopolskie,707
Piła (Św. Józefa Oblubieńca NMP),Piła (Św. Józefa Oblubieńca NMP),Zgony,2009,2010,wielkopolskie,1003
Piła (Parafia Garnizonowa NMP),Piła (Parafia Garnizonowa NMP),Zgony,2008,2010,wielkopolskie,1503
Pleszew,Pleszew,Chrzty,1653,1821,wielkopolskie,5796
Pleszew,Pleszew,Śluby,1732,1796,wielkopolskie,9193
Pleszew,Pleszew,Zgony,1809,1828,wielkopolskie,9621
Pniewy,Pniewy,Chrzty,1766,1823,wielkopolskie,12190
Pniewy,Pniewy,Śluby,1632,1823,wielkopolskie,12191
Pniewy,Pniewy,Zgony,1772,1823,wielkopolskie,12192
Pniewy (ewang.),Pniewy (ewang.),Chrzty,1839,1846,wielkopolskie,10630
Pniewy (ewang.),Pniewy (ewang.),Śluby,1837,1865,wielkopolskie,10620
Pniewy (ewang.),Pniewy (ewang.),Zgony,1838,1846,wielkopolskie,10631
Pniewy USC obwód miejski,Pniewy USC obwód miejski,Chrzty,1874,1878,wielkopolskie,12705
Pniewy USC obwód miejski,Pniewy USC obwód miejski,Śluby,1912,1935,wielkopolskie,12706
Pniewy USC obwód miejski,Pniewy USC obwód miejski,Zgony,1874,1878,wielkopolskie,12707
Pobiedziska,Pobiedziska,Chrzty,1862,1872,wielkopolskie,11019
Pobiedziska,Pobiedziska,Zgony,1872,1885,wielkopolskie,12345
Podstolice USC,Podstolice USC,Chrzty,1877,1877,wielkopolskie,14689
Pogorzela,Pogorzela,Chrzty,1828,1863,wielkopolskie,14835
Pogorzela,Pogorzela,Śluby,1827,1861,wielkopolskie,14836
Pogorzela,Pogorzela,Zgony,1828,1863,wielkopolskie,14837
Pogorzela (ewang.),Pogorzela (ewang.),Chrzty,1853,1853,wielkopolskie,14673
Pogorzela USC,Pogorzela USC,Chrzty,1896,1913,wielkopolskie,15208
Pogorzela USC,Pogorzela USC,Śluby,1895,1908,wielkopolskie,15209
Pogorzela USC,Pogorzela USC,Zgony,1875,1913,wielkopolskie,15210
Pogrzybów,Pogrzybów,Chrzty,1788,1913,wielkopolskie,68
Pogrzybów,Pogrzybów,Śluby,1788,1898,wielkopolskie,69
Pogrzybów,Pogrzybów,Zgony,1788,1875,wielkopolskie,13678
Połajewo,Połajewo,Chrzty,1780,1820,wielkopolskie,8521
Połajewo,Połajewo,Śluby,1779,1820,wielkopolskie,9598
Poznań (gm. ewang.-luter.),Poznań (gm. ewang.-luter.),Śluby,1841,1889,wielkopolskie,1095
Poznań Archikatedra św. Piotra i Pawła,Poznań Archikatedra św. Piotra i Pawła,Chrzty,1639,1830,wielkopolskie,12363
Poznań Archikatedra św. Piotra i Pawła,Poznań Archikatedra św. Piotra i Pawła,Śluby,1639,1830,wielkopolskie,12364
Poznań Archikatedra św. Piotra i Pawła,Poznań Archikatedra św. Piotra i Pawła,Zgony,1733,1830,wielkopolskie,12365
Poznań Maryi Królowej,Poznań Maryi Królowej,Zgony,2005,2011,wielkopolskie,997
Poznań Pierwsz. Pol. Męczenników,Poznań Pierwsz. Pol. Męczenników,Zgony,2007,2010,wielkopolskie,1497
Poznań św. Jana Jerozolimskiego,Poznań św. Jana Jerozolimskiego,Chrzty,1620,1817,wielkopolskie,12358
Poznań św. Jana Jerozolimskiego,Poznań św. Jana Jerozolimskiego,Śluby,1626,1874,wielkopolskie,37
Poznań św. Jana Jerozolimskiego,Poznań św. Jana Jerozolimskiego,Zgony,1660,1817,wielkopolskie,12359
Poznań św. Krzyża (ewang.),Poznań św. Krzyża (ewang.),Śluby,1820,1905,wielkopolskie,144
Poznań św. Marcina,Poznań św. Marcina,Chrzty,1599,1829,wielkopolskie,13220
Poznań św. Marcina,Poznań św. Marcina,Śluby,1670,1800,wielkopolskie,13221
Poznań św. Marcina,Poznań św. Marcina,Zgony,1729,1830,wielkopolskie,13222
Poznań św. Marii Magdaleny,Poznań św. Marii Magdaleny,Chrzty,1577,1829,wielkopolskie,12163
Poznań św. Marii Magdaleny,Poznań św. Marii Magdaleny,Śluby,1577,1885,wielkopolskie,4380
Poznań św. Marii Magdaleny,Poznań św. Marii Magdaleny,Zgony,1725,1830,wielkopolskie,12164
Poznań św. Mikołaja,Poznań św. Mikołaja,Chrzty,1714,1812,wielkopolskie,12343
Poznań św. Mikołaja,Poznań św. Mikołaja,Śluby,1715,1812,wielkopolskie,12323
Poznań św. Mikołaja,Poznań św. Mikołaja,Zgony,1714,1809,wielkopolskie,12295
Poznań św. Pawła (ewang.),Poznań św. Pawła (ewang.),Śluby,1858,1875,wielkopolskie,1349
Poznań św. Piotra (ewang.),Poznań św. Piotra (ewang.),Chrzty,1783,1871,wielkopolskie,16770
Poznań św. Piotra (ewang.),Poznań św. Piotra (ewang.),Śluby,1781,1873,wielkopolskie,298
Poznań św. Piotra (ewang.),Poznań św. Piotra (ewang.),Zgony,1787,1866,wielkopolskie,16771
Poznań św. Rocha,Poznań św. Rocha,Chrzty,1657,1827,wielkopolskie,12360
Poznań św. Rocha,Poznań św. Rocha,Śluby,1607,1826,wielkopolskie,12361
Poznań św. Rocha,Poznań św. Rocha,Zgony,1709,1827,wielkopolskie,12362
Poznań św. Wojciecha,Poznań św. Wojciecha,Chrzty,1632,1816,wielkopolskie,12379
Poznań św. Wojciecha,Poznań św. Wojciecha,Śluby,1609,1793,wielkopolskie,12380
Poznań św. Wojciecha,Poznań św. Wojciecha,Zgony,1757,1816,wielkopolskie,12381
Poznań USC I obwód wiejski,Poznań USC I obwód wiejski,Chrzty,1874,1876,wielkopolskie,15902
Poznań USC I obwód wiejski,Poznań USC I obwód wiejski,Śluby,1874,1877,wielkopolskie,15903
