Miejscowość,Parafia,Rodzaj Księgi,Rok od,Rok do
Węgorzewo Koszalińskie / Vangerow,Węgorzewo Koszalińskie / Vangerow,Zgony,1924,1937
Wejherowo / Neustadt,Wejherowo / Neustadt,Chrzty,1915,1916
Wejherowo / Neustadt,Wejherowo / Neustadt,Śluby,1915,1926
Wejherowo / Neustadt,Wejherowo / Neustadt,Zgony,1919,1920
Wejherowo Zamek / Schloss Neustadt,Wejherowo Zamek / Schloss Neustadt,Chrzty,1874,1913
Wejherowo Zamek / Schloss Neustadt,Wejherowo Zamek / Schloss Neustadt,Śluby,1874,1915
Wejherowo Zamek / Schloss Neustadt,Wejherowo Zamek / Schloss Neustadt,Zgony,1874,1909
Weselno / Hochzeit,Weselno / Hochzeit,Śluby,1938,1938
Weselno / Hochzeit,Weselno / Hochzeit,Zgony,1937,1937
Więckowy / Wenzkau,Więckowy / Wenzkau,Chrzty,1915,1918
Więckowy / Wenzkau,Więckowy / Wenzkau,Śluby,1915,1921
Więckowy / Wenzkau,Więckowy / Wenzkau,Zgony,1915,1921
Wiele / Wielle,Wiele / Wielle,Chrzty,1918,1921
Wielin-Vellin,Wielin-Vellin,Śluby,1876,1899
Wielki Kack / Katz,Wielki Kack / Katz,Chrzty,1916,1916
Wielki Kack / Katz,Wielki Kack / Katz,Śluby,1916,1916
Wielki Kack / Katz,Wielki Kack / Katz,Zgony,1916,1916
Wielkie Walichnowy / Groß Falkenau,Wielkie Walichnowy / Groß Falkenau,Chrzty,1874,1916
Wielkie Walichnowy / Groß Falkenau,Wielkie Walichnowy / Groß Falkenau,Śluby,1875,1916
Wielkie Walichnowy / Groß Falkenau,Wielkie Walichnowy / Groß Falkenau,Zgony,1874,1916
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1875,1875
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1877,1877
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1879,1885
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1887,1902
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1904,1904
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Chrzty,1919,1921
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1876,1880
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1882,1882
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1885,1886
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1888,1888
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1890,1929
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1932,1934
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Śluby,1936,1938
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1874,1877
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1880,1884
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1886,1899
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1901,1905
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1910,1911
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1913,1913
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1917,1933
Wierzchomino / Varchmin,Wierzchomino / Varchmin,Zgony,1936,1938
Wierzchowo / Firchau,Wierzchowo / Firchau,Chrzty,1874,1920
Wierzchowo / Firchau,Wierzchowo / Firchau,Śluby,1876,1915
Wierzchowo / Firchau,Wierzchowo / Firchau,Śluby,1917,1917
Wierzchowo / Firchau,Wierzchowo / Firchau,Śluby,1919,1919
Wierzchowo / Firchau,Wierzchowo / Firchau,Śluby,1921,1944
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1875,1879
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1886,1887
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1889,1891
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1893,1893
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1895,1898
Wierzchowo / Firchau,Wierzchowo / Firchau,Zgony,1900,1943
Wierzchowo / Wurchow,Wierzchowo / Wurchow,Chrzty,1874,1910
Wierzchowo / Wurchow,Wierzchowo / Wurchow,Śluby,1874,1874
Wierzchowo / Wurchow,Wierzchowo / Wurchow,Śluby,1876,1919
Wierzchowo / Wurchow,Wierzchowo / Wurchow,Zgony,1874,1914
Wierzchucino / Wierzchutzin,Wierzchucino / Wierzchutzin,Chrzty,1910,1918
Wierzchucino / Wierzchutzin,Wierzchucino / Wierzchutzin,Śluby,1900,1935
Wierzchucino / Wierzchutzin,Wierzchucino / Wierzchutzin,Zgony,1900,1935
Wierzchucino / Wierzchutzin,Wierzchucino / Wierzchutzin,Zgony,1937,1937
Wilcze Laski / Wulfflatzke,Wilcze Laski / Wulfflatzke,Chrzty,1875,1919
Wilcze Laski / Wulfflatzke,Wilcze Laski / Wulfflatzke,Śluby,1875,1888
Wilcze Laski / Wulfflatzke,Wilcze Laski / Wulfflatzke,Śluby,1890,1919
Wilcze Laski / Wulfflatzke,Wilcze Laski / Wulfflatzke,Zgony,1876,1919
Wołcza Wielka / Gross Volz,Wołcza Wielka / Gross Volz,Chrzty,1875,1925
Wołcza Wielka / Gross Volz,Wołcza Wielka / Gross Volz,Śluby,1875,1938
Wołcza Wielka / Gross Volz,Wołcza Wielka / Gross Volz,Zgony,1875,1944
Wysin,Wysin,Śluby,1917,1935
Wysin / Wischin,Wysin / Wischin,Chrzty,1916,1919
Wysoka / Wiesenwald,Wysoka / Wiesenwald,Śluby,1918,1935
Wysoka / Wiesenwald,Wysoka / Wiesenwald,Zgony,1918,1925
Wysoka / Wiesenwald,Wysoka / Wiesenwald,Zgony,1931,1935
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1794,1876
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1879,1884
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1889,1889
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1891,1902
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1905,1912
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Chrzty,1914,1921
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Śluby,1794,1880
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Śluby,1882,1887
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Śluby,1889,1900
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Śluby,1903,1937
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1794,1877
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1880,1901
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1903,1903
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1905,1906
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1910,1913
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1916,1916
Wyszebórz / Wisbuhr,Wyszebórz / Wisbuhr,Zgony,1920,1937
Wytowno / Weitenhagen,Wytowno / Weitenhagen,Chrzty,1875,1899
Wytowno / Weitenhagen,Wytowno / Weitenhagen,Śluby,1876,1899
Wytowno / Weitenhagen,Wytowno / Weitenhagen,Śluby,1936,1937
Wytowno / Weitenhagen,Wytowno / Weitenhagen,Śluby,1944,1944
Wytowno / Weitenhagen,Wytowno / Weitenhagen,Zgony,1938,1944
Ząbinowice / Gersdorf,Ząbinowice / Gersdorf,Chrzty,1874,1915
Ząbinowice / Gersdorf,Ząbinowice / Gersdorf,Śluby,1874,1906
Ząbinowice / Gersdorf,Ząbinowice / Gersdorf,Zgony,1880,1910
Zajączkowo / Alt Sanskow,Zajączkowo / Alt Sanskow,Śluby,1929,1938
Zajączkowo / Alt Sanskow,Zajączkowo / Alt Sanskow,Zgony,1929,1938
Zajączkowo / Liebenhof,Zajączkowo / Liebenhof,Chrzty,1908,1912
Zajączkowo / Liebenhof,Zajączkowo / Liebenhof,Śluby,1908,1912
Zajączkowo / Liebenhof,Zajączkowo / Liebenhof,Zgony,1908,1912
Zalesie / Richenwalde,Zalesie / Richenwalde,Śluby,1931,1939
Zalesie / Richenwalde,Zalesie / Richenwalde,Zgony,1931,1939
Zalęże / Zalensee,Zalęże / Zalensee,Śluby,1914,1921
Zalęże / Zalensee,Zalęże / Zalensee,Zgony,1919,1920
Zamek Kiszewski-Schloß Kischau,Zamek Kiszewski-Schloß Kischau,Chrzty,1917,1919
Zamek Kiszewski-Schloß Kischau,Zamek Kiszewski-Schloß Kischau,Chrzty,1921,1921
Żarnowiec / Zarnowitz,Żarnowiec / Zarnowitz,Zgony,1918,1920
Zblewo,Zblewo,Śluby,1921,1937
Zblewo,Zblewo,Zgony,1921,1937
Zblewo / Hoch Stüblau,Zblewo / Hoch Stüblau,Chrzty,1918,1918
Zblewo / Hoch Stüblau,Zblewo / Hoch Stüblau,Chrzty,1920,1920
Zblewo / Hochstüblau,Zblewo / Hochstüblau,Chrzty,1874,1918
Zblewo / Hochstüblau,Zblewo / Hochstüblau,Śluby,1874,1906
Zblewo / Hochstüblau,Zblewo / Hochstüblau,Śluby,1908,1920
Zblewo / Hochstüblau,Zblewo / Hochstüblau,Zgony,1874,1920
Żegocino / Segenthin,Żegocino / Segenthin,Chrzty,1875,1889
Żegocino / Segenthin,Żegocino / Segenthin,Chrzty,1892,1899
Żegocino / Segenthin,Żegocino / Segenthin,Chrzty,1906,1911
Żegocino / Segenthin,Żegocino / Segenthin,Śluby,1876,1889
Żegocino / Segenthin,Żegocino / Segenthin,Śluby,1891,1891
Żegocino / Segenthin,Żegocino / Segenthin,Śluby,1900,1913
Żegocino / Segenthin,Żegocino / Segenthin,Zgony,1890,1890
Żegocino / Segenthin,Żegocino / Segenthin,Zgony,1893,1899
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Chrzty,1875,1880
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Chrzty,1888,1894
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Chrzty,1900,1907
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Śluby,1876,1938
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Zgony,1875,1889
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Zgony,1892,1892
Zegrze Pom / Seeger,Zegrze Pom / Seeger,Zgony,1900,1938
Zielona Chocina / Grünchotzen,Zielona Chocina / Grünchotzen,Chrzty,1874,1913
Zielona Chocina / Grünchotzen,Zielona Chocina / Grünchotzen,Śluby,1874,1921
Zielona Chocina / Grünchotzen,Zielona Chocina / Grünchotzen,Zgony,1912,1935
Żołna / Eisenbrück,Żołna / Eisenbrück,Chrzty,1900,1917
Żołna / Eisenbrück,Żołna / Eisenbrück,Chrzty,1919,1920
Żołna / Eisenbrück,Żołna / Eisenbrück,Chrzty,1922,1922
Żołna / Eisenbrück,Żołna / Eisenbrück,Chrzty,1924,1924
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1893,1893
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1900,1913
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1915,1916
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1918,1920
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1922,1922
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1924,1924
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1927,1927
Żołna / Eisenbrück,Żołna / Eisenbrück,Śluby,1929,1937
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1900,1920
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1922,1922
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1924,1924
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1927,1930
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1932,1938
Żołna / Eisenbrück,Żołna / Eisenbrück,Zgony,1940,1944
Żółtnica / Soltnitz,Żółtnica / Soltnitz,Chrzty,1874,1916
Żółtnica / Soltnitz,Żółtnica / Soltnitz,Śluby,1874,1890
Żółtnica / Soltnitz,Żółtnica / Soltnitz,Śluby,1892,1913
Żółtnica / Soltnitz,Żółtnica / Soltnitz,Zgony,1874,1891
Żółtnica / Soltnitz,Żółtnica / Soltnitz,Zgony,1893,1914
Żukczyn / Suckschin,Żukczyn / Suckschin,Chrzty,1916,1919
Żukczyn / Suckschin,Żukczyn / Suckschin,Śluby,1916,1933
Żukczyn / Suckschin,Żukczyn / Suckschin,Zgony,1916,1932
Żukowo / Zuckau,Żukowo / Zuckau,Zgony,1919,1919
Żuława / Saalau,Żuława / Saalau,Chrzty,1916,1918
Żuława / Saalau,Żuława / Saalau,Śluby,1916,1928
Żuława / Saalau,Żuława / Saalau,Śluby,1930,1937
Żuława / Saalau,Żuława / Saalau,Zgony,1916,1927
Żuława / Saalau,Żuława / Saalau,Zgony,1929,1933
Żuława / Saalau,Żuława / Saalau,Zgony,1935,1937
Zychce / Sichts,Zychce / Sichts,Chrzty,1874,1919
Zychce / Sichts,Zychce / Sichts,Chrzty,1921,1922
Zychce / Sichts,Zychce / Sichts,Śluby,1874,1935
Zychce / Sichts,Zychce / Sichts,Zgony,1874,1935
Żydowo / Sydow,Żydowo / Sydow,Chrzty,1875,1891
Żydowo / Sydow,Żydowo / Sydow,Chrzty,1893,1911
Żydowo / Sydow,Żydowo / Sydow,Śluby,1874,1876
Żydowo / Sydow,Żydowo / Sydow,Śluby,1878,1882
Żydowo / Sydow,Żydowo / Sydow,Śluby,1884,1886
Żydowo / Sydow,Żydowo / Sydow,Śluby,1888,1892
Żydowo / Sydow,Żydowo / Sydow,Śluby,1894,1895
Żydowo / Sydow,Żydowo / Sydow,Śluby,1897,1899
Żydowo / Sydow,Żydowo / Sydow,Śluby,1917,1919
Żydowo / Sydow,Żydowo / Sydow,Śluby,1921,1924
Żydowo / Sydow,Żydowo / Sydow,Śluby,1926,1938
Żydowo / Sydow,Żydowo / Sydow,Zgony,1875,1890
Żydowo / Sydow,Żydowo / Sydow,Zgony,1893,1938
Żyletkowo / Siedkow,Żyletkowo / Siedkow,Chrzty,1874,1914
Żyletkowo / Siedkow,Żyletkowo / Siedkow,Śluby,1874,1925
Żyletkowo / Siedkow,Żyletkowo / Siedkow,Zgony,1874,1935
Zytelkowo / Siedkow,Zytelkowo / Siedkow,Śluby,1926,1940
Zytelkowo / Siedkow,Zytelkowo / Siedkow,Zgony,1938,1940
Złotów / Flatow,Złotów / Flatow,Chrzty,1842,1874
Złotów / Flatow,Złotów / Flatow,Śluby,1842,1874
Łąkowo / Lankow,Łąkowo / Lankow,Chrzty,1912,1915
Łąkowo / Lankow,Łąkowo / Lankow,Chrzty,1919,1919
Łebcz / Löbsch,Łebcz / Löbsch,Chrzty,1908,1913
Łebcz / Loebsch,Łebcz / Loebsch,Śluby,1908,1919
Łebcz / Loebsch,Łebcz / Loebsch,Zgony,1908,1914
Łebień / Labehn,Łebień / Labehn,Śluby,1906,1914
Łebień / Labehn,Łebień / Labehn,Śluby,1918,1930
Łebień / Labehn,Łebień / Labehn,Zgony,1906,1938
Łebunia / Labuhn,Łebunia / Labuhn,Chrzty,1874,1924
Łebunia / Labuhn,Łebunia / Labuhn,Śluby,1875,1943
Łebunia / Labuhn,Łebunia / Labuhn,Zgony,1874,1943
Łęczno / Lenzen,Łęczno / Lenzen,Chrzty,1874,1921
Łęczno / Lenzen,Łęczno / Lenzen,Śluby,1874,1882
Łęczno / Lenzen,Łęczno / Lenzen,Śluby,1884,1938
Łęczno / Lenzen,Łęczno / Lenzen,Zgony,1874,1930
Łęczno / Lenzen,Łęczno / Lenzen,Zgony,1932,1938
Łękno / Bast,Łękno / Bast,Chrzty,1909,1912
Łękno / Bast,Łękno / Bast,Chrzty,1915,1915
Łękno / Bast,Łękno / Bast,Chrzty,1917,1921
Łękno / Bast,Łękno / Bast,Śluby,1794,1874
Łękno / Bast,Łękno / Bast,Śluby,1909,1913
Łękno / Bast,Łękno / Bast,Zgony,1909,1910
Łękno / Bast,Łękno / Bast,Zgony,1915,1916
Łękno / Bast,Łękno / Bast,Zgony,1918,1925
Łękno / Bast,Łękno / Bast,Zgony,1932,1934
Łękno / Bast,Łękno / Bast,Zgony,1937,1938
Łężyce,Łężyce,Zgony,1924,1927
Łoża / Loosen,Łoża / Loosen,Chrzty,1903,1905
Łoża / Loosen,Łoża / Loosen,Śluby,1939,1939
Łoża / Loosen,Łoża / Loosen,Zgony,1876,1876
Łoża / Loosen,Łoża / Loosen,Zgony,1939,1939
Łubno / Lubben,Łubno / Lubben,Chrzty,1874,1925
Łubno / Lubben,Łubno / Lubben,Śluby,1874,1938
Łubno / Lubben,Łubno / Lubben,Zgony,1874,1938
Łubowo / Lubow,Łubowo / Lubow,Chrzty,1874,1924
Łubowo / Lubow,Łubowo / Lubow,Śluby,1885,1938
Łubowo / Lubow,Łubowo / Lubow,Zgony,1885,1938
